brand_name,brand_slug,model_name,model_slug,variant_name,variant_slug,variant_url,data_source,source_url,scraped_at
Kia,kia,Syros,syros,HTK EX Diesel 1.5L Turbo Manual,htk-ex-diesel-1-5l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK EX Petrol 1.0L Turbo Manual,htk-ex-petrol-1-0l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus (O) Diesel 1.5L Turbo Automatic (TC),htk-plus-o-diesel-1-5l-turbo-automatic-tc,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus (O) Diesel 1.5L Turbo Manual,htk-plus-o-diesel-1-5l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus (O) Petrol 1.0L Turbo Automatic (DCT),htk-plus-o-petrol-1-0l-turbo-automatic-dct,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus (O) Petrol 1.0L Turbo Manual,htk-plus-o-petrol-1-0l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus Diesel 1.5L Turbo Automatic (TC),htk-plus-diesel-1-5l-turbo-automatic-tc,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus Diesel 1.5L Turbo Manual,htk-plus-diesel-1-5l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus Petrol 1.0L Turbo Automatic (DCT),htk-plus-petrol-1-0l-turbo-automatic-dct,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTK Plus Petrol 1.0L Turbo Manual,htk-plus-petrol-1-0l-turbo-manual,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTX (O) Diesel 1.5L Turbo Automatic (TC),htx-o-diesel-1-5l-turbo-automatic-tc,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTX (O) Petrol 1.0L Turbo Automatic (DCT),htx-o-petrol-1-0l-turbo-automatic-dct,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTX Diesel 1.5L Turbo Automatic (TC),htx-diesel-1-5l-turbo-automatic-tc,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Syros,syros,HTX Petrol 1.0L Turbo Automatic (DCT),htx-petrol-1-0l-turbo-automatic-dct,https://www.carwale.com/kia-cars/syros/,carwale_versions,https://www.carwale.com/kia-cars/syros/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,GTX ER 51.4 kWh 6 STR,gtx-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,GTX ER 51.4 kWh 7 STR,gtx-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,GTX Plus ER 51.4 kWh 6 STR,gtx-plus-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,GTX Plus ER 51.4 kWh 7 STR,gtx-plus-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTK Plus 42.0 kWh 7 STR,htk-plus-42-0-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX 42.0 kWh 6 STR,htx-42-0-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX 42.0 kWh 7 STR,htx-42-0-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX E 42.0 kWh 6 STR,htx-e-42-0-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX E 42.0 kWh 7 STR,htx-e-42-0-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX E ER 51.4 kWh 6 STR,htx-e-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX E ER 51.4 kWh 7 STR,htx-e-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX ER 51.4 kWh 6 STR,htx-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX ER 51.4 kWh 7 STR,htx-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX Plus ER 51.4 kWh 6 STR,htx-plus-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,HTX Plus ER 51.4 kWh 7 STR,htx-plus-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,X-Line ER 51.4 kWh 6 STR,x-line-er-51-4-kwh-6-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carens Clavis Ev,carens-clavis-ev,X-Line ER 51.4 kWh 7 STR,x-line-er-51-4-kwh-7-str,https://www.carwale.com/kia-cars/carens-clavis-ev/,carwale_versions,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-06-16 15:57:44
Kia,kia,Carnival,carnival,Hybrid,hybrid,https://www.carwale.com/kia-cars/carnival/,carwale_versions,https://www.carwale.com/kia-cars/carnival/,2026-06-16 15:57:44
Kia,kia,Carnival,carnival,Limousine Plus Diesel Turbo Automatic,limousine-plus-diesel-turbo-automatic,https://www.carwale.com/kia-cars/carnival/,carwale_versions,https://www.carwale.com/kia-cars/carnival/,2026-06-16 15:57:44
Kia,kia,Ev6,ev6,GT Line 84.0 kWh,gt-line-84-0-kwh,https://www.carwale.com/kia-cars/ev6/,carwale_versions,https://www.carwale.com/kia-cars/ev6/,2026-06-16 15:57:45
Kia,kia,Ev9,ev9,GT-Line 99.8 kWh,gt-line-99-8-kwh,https://www.carwale.com/kia-cars/ev9/,carwale_versions,https://www.carwale.com/kia-cars/ev9/,2026-06-16 15:57:45
Kia,kia,Syros Ev,syros-ev,Carens,carens,https://www.carwale.com/kia-cars/syros-ev/,carwale_versions,https://www.carwale.com/kia-cars/syros-ev/,2026-06-16 15:57:45
Kia,kia,Syros Ev,syros-ev,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/syros-ev/,carwale_versions,https://www.carwale.com/kia-cars/syros-ev/,2026-06-16 15:57:45
Kia,kia,Syros Ev,syros-ev,Seltos,seltos,https://www.carwale.com/kia-cars/syros-ev/,carwale_versions,https://www.carwale.com/kia-cars/syros-ev/,2026-06-16 15:57:45
Kia,kia,Syros Ev,syros-ev,Sonet,sonet,https://www.carwale.com/kia-cars/syros-ev/,carwale_versions,https://www.carwale.com/kia-cars/syros-ev/,2026-06-16 15:57:45
Kia,kia,Syros Ev,syros-ev,Syros,syros,https://www.carwale.com/kia-cars/syros-ev/,carwale_versions,https://www.carwale.com/kia-cars/syros-ev/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,1.6 2WD Hybrid (Electric + Petrol) Turbo Automatic,1-6-2wd-hybrid-electric-petrol-turbo-automatic,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,1.6 4WD Hybrid (Electric + Petrol) Turbo Automatic,1-6-4wd-hybrid-electric-petrol-turbo-automatic,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,Carens,carens,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,Seltos,seltos,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,Sonet,sonet,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Sorento Hybrid,sorento-hybrid,Syros,syros,https://www.carwale.com/kia-cars/sorento-hybrid/,carwale_versions,https://www.carwale.com/kia-cars/sorento-hybrid/,2026-06-16 15:57:45
Kia,kia,Ev5,ev5,Carens,carens,https://www.carwale.com/kia-cars/ev5/,carwale_versions,https://www.carwale.com/kia-cars/ev5/,2026-06-16 15:57:46
Kia,kia,Ev5,ev5,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/ev5/,carwale_versions,https://www.carwale.com/kia-cars/ev5/,2026-06-16 15:57:46
Kia,kia,Ev5,ev5,Seltos,seltos,https://www.carwale.com/kia-cars/ev5/,carwale_versions,https://www.carwale.com/kia-cars/ev5/,2026-06-16 15:57:46
Kia,kia,Ev5,ev5,Sonet,sonet,https://www.carwale.com/kia-cars/ev5/,carwale_versions,https://www.carwale.com/kia-cars/ev5/,2026-06-16 15:57:46
Kia,kia,Ev5,ev5,Syros,syros,https://www.carwale.com/kia-cars/ev5/,carwale_versions,https://www.carwale.com/kia-cars/ev5/,2026-06-16 15:57:46
Kia,kia,New Sonet,new-sonet,Carens,carens,https://www.carwale.com/kia-cars/new-sonet/,carwale_versions,https://www.carwale.com/kia-cars/new-sonet/,2026-06-16 15:57:46
Kia,kia,New Sonet,new-sonet,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/new-sonet/,carwale_versions,https://www.carwale.com/kia-cars/new-sonet/,2026-06-16 15:57:46
Kia,kia,New Sonet,new-sonet,Seltos,seltos,https://www.carwale.com/kia-cars/new-sonet/,carwale_versions,https://www.carwale.com/kia-cars/new-sonet/,2026-06-16 15:57:46
Kia,kia,New Sonet,new-sonet,Sonet,sonet,https://www.carwale.com/kia-cars/new-sonet/,carwale_versions,https://www.carwale.com/kia-cars/new-sonet/,2026-06-16 15:57:46
Kia,kia,New Sonet,new-sonet,Syros,syros,https://www.carwale.com/kia-cars/new-sonet/,carwale_versions,https://www.carwale.com/kia-cars/new-sonet/,2026-06-16 15:57:46
Kia,kia,Ev3,ev3,Carens,carens,https://www.carwale.com/kia-cars/ev3/,carwale_versions,https://www.carwale.com/kia-cars/ev3/,2026-06-16 15:57:46
Kia,kia,Ev3,ev3,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/ev3/,carwale_versions,https://www.carwale.com/kia-cars/ev3/,2026-06-16 15:57:46
Kia,kia,Ev3,ev3,Seltos,seltos,https://www.carwale.com/kia-cars/ev3/,carwale_versions,https://www.carwale.com/kia-cars/ev3/,2026-06-16 15:57:46
Kia,kia,Ev3,ev3,Sonet,sonet,https://www.carwale.com/kia-cars/ev3/,carwale_versions,https://www.carwale.com/kia-cars/ev3/,2026-06-16 15:57:46
Kia,kia,Ev3,ev3,Syros,syros,https://www.carwale.com/kia-cars/ev3/,carwale_versions,https://www.carwale.com/kia-cars/ev3/,2026-06-16 15:57:46
Kia,kia,Tasman,tasman,Carens,carens,https://www.carwale.com/kia-cars/tasman/,carwale_versions,https://www.carwale.com/kia-cars/tasman/,2026-06-16 15:57:46
Kia,kia,Tasman,tasman,Carens Clavis,carens-clavis,https://www.carwale.com/kia-cars/tasman/,carwale_versions,https://www.carwale.com/kia-cars/tasman/,2026-06-16 15:57:46
Kia,kia,Tasman,tasman,Seltos,seltos,https://www.carwale.com/kia-cars/tasman/,carwale_versions,https://www.carwale.com/kia-cars/tasman/,2026-06-16 15:57:46
Kia,kia,Tasman,tasman,Sonet,sonet,https://www.carwale.com/kia-cars/tasman/,carwale_versions,https://www.carwale.com/kia-cars/tasman/,2026-06-16 15:57:46
Kia,kia,Tasman,tasman,Syros,syros,https://www.carwale.com/kia-cars/tasman/,carwale_versions,https://www.carwale.com/kia-cars/tasman/,2026-06-16 15:57:46
Lamborghini,lamborghini,Revuelto,revuelto,Standard,standard,https://www.carwale.com/lamborghini-cars/revuelto/,carwale_versions,https://www.carwale.com/lamborghini-cars/revuelto/,2026-06-16 15:57:46
Lamborghini,lamborghini,Urus Se,urus-se,4WD,4wd,https://www.carwale.com/lamborghini-cars/urus-se/,carwale_versions,https://www.carwale.com/lamborghini-cars/urus-se/,2026-06-16 15:57:47
Lamborghini,lamborghini,Temerario,temerario,V8,v8,https://www.carwale.com/lamborghini-cars/temerario/,carwale_versions,https://www.carwale.com/lamborghini-cars/temerario/,2026-06-16 15:57:47
Lamborghini,lamborghini,Huracan Tecnica,huracan-tecnica,V10,v10,https://www.carwale.com/lamborghini-cars/huracan-tecnica/,carwale_versions,https://www.carwale.com/lamborghini-cars/huracan-tecnica/,2026-06-16 15:57:47
Lamborghini,lamborghini,Huracan Evo Spyder,huracan-evo-spyder,AWD,awd,https://www.carwale.com/lamborghini-cars/huracan-evo-spyder/,carwale_versions,https://www.carwale.com/lamborghini-cars/huracan-evo-spyder/,2026-06-16 15:57:47
Lamborghini,lamborghini,Huracan Evo Spyder,huracan-evo-spyder,RWD,rwd,https://www.carwale.com/lamborghini-cars/huracan-evo-spyder/,carwale_versions,https://www.carwale.com/lamborghini-cars/huracan-evo-spyder/,2026-06-16 15:57:47
Lamborghini,lamborghini,Huracan Sto,huracan-sto,Special Edition,special-edition,https://www.carwale.com/lamborghini-cars/huracan-sto/,carwale_versions,https://www.carwale.com/lamborghini-cars/huracan-sto/,2026-06-16 15:57:47
Lamborghini,lamborghini,Huracan Sterrato,huracan-sterrato,4WD,4wd,https://www.carwale.com/lamborghini-cars/huracan-sterrato/,carwale_versions,https://www.carwale.com/lamborghini-cars/huracan-sterrato/,2026-06-16 15:57:48
Lamborghini,lamborghini,Murcielago,murcielago,LP640,lp640,https://www.carwale.com/lamborghini-cars/murcielago/,carwale_versions,https://www.carwale.com/lamborghini-cars/murcielago/,2026-06-16 15:57:48
Lamborghini,lamborghini,Aventador Ultimae,aventador-ultimae,Coupe,coupe,https://www.carwale.com/lamborghini-cars/aventador-ultimae/,carwale_versions,https://www.carwale.com/lamborghini-cars/aventador-ultimae/,2026-06-16 15:57:48
Lamborghini,lamborghini,Aventador Ultimae,aventador-ultimae,Roadster,roadster,https://www.carwale.com/lamborghini-cars/aventador-ultimae/,carwale_versions,https://www.carwale.com/lamborghini-cars/aventador-ultimae/,2026-06-16 15:57:48
Lamborghini,lamborghini,Urus S,urus-s,Twin turbo,twin-turbo,https://www.carwale.com/lamborghini-cars/urus-s/,carwale_versions,https://www.carwale.com/lamborghini-cars/urus-s/,2026-06-16 15:57:48
Lamborghini,lamborghini,Urus Performante,urus-performante,S,s,https://www.carwale.com/lamborghini-cars/urus-performante/,carwale_versions,https://www.carwale.com/lamborghini-cars/urus-performante/,2026-06-16 15:57:48
Lamborghini,lamborghini,Urus Performante,urus-performante,Twin turbo,twin-turbo,https://www.carwale.com/lamborghini-cars/urus-performante/,carwale_versions,https://www.carwale.com/lamborghini-cars/urus-performante/,2026-06-16 15:57:48
Land Rover,land-rover,Defender,defender,110 2.0 Petrol [2021],110-2-0-petrol-2021,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 Diesel 3.0L Turbo Automatic 5 STR Trophy Edition,110-diesel-3-0l-turbo-automatic-5-str-trophy-edition,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 Diesel 3.0L Turbo Automatic 5 STR Trophy Edition Keswick,110-diesel-3-0l-turbo-automatic-5-str-trophy-edition-keswick,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X Diesel 3.0L Turbo Automatic 5 STR,110-x-diesel-3-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X Dynamic HSE Diesel 3.0L Turbo Automatic 5 STR,110-x-dynamic-hse-diesel-3-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X Dynamic HSE Petrol 2.0L Turbo Automatic 5 STR,110-x-dynamic-hse-petrol-2-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X Dynamic HSE Petrol 5.0L Turbo Automatic 5 STR,110-x-dynamic-hse-petrol-5-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X Petrol 5.0L Turbo Automatic 5 STR,110-x-petrol-5-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,110 X-Dynamic HSE 3.0 Diesel [2021],110-x-dynamic-hse-3-0-diesel-2021,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,130 V8 Petrol 5.0L Turbo Automatic 8 STR,130-v8-petrol-5-0l-turbo-automatic-8-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,130 X Dynamic HSE Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic 8 STR,130-x-dynamic-hse-mild-hybrid-electric-diesel-3-0l-turbo-automatic-8-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,130 X Dynamic V8 HSE Petrol 5.0L Turbo Automatic 8 STR,130-x-dynamic-v8-hse-petrol-5-0l-turbo-automatic-8-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,130 X Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic 8 STR,130-x-mild-hybrid-electric-diesel-3-0l-turbo-automatic-8-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,130 X V8 Petrol 5.0L Turbo Automatic 8 STR,130-x-v8-petrol-5-0l-turbo-automatic-8-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,90 V8 Petrol 5.0L Turbo Automatic 5 STR,90-v8-petrol-5-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,90 X Petrol 5.0L Turbo Automatic 5 STR,90-x-petrol-5-0l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,OCTA Edition One [2025-2025],octa-edition-one-2025-2025,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,Octa Black Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic 5 STR,octa-black-mild-hybridelectric-petrol-4-4l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Defender,defender,Octa Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic 5 STR,octa-mild-hybridelectric-petrol-4-4l-turbo-automatic-5-str,https://www.carwale.com/land-rover-cars/defender/,carwale_versions,https://www.carwale.com/land-rover-cars/defender/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Velar,range-rover-velar,Autobiography 2.0 Diesel,autobiography-2-0-diesel,https://www.carwale.com/land-rover-cars/range-rover-velar/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-velar/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Velar,range-rover-velar,Autobiography 2.0 Petrol,autobiography-2-0-petrol,https://www.carwale.com/land-rover-cars/range-rover-velar/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-velar/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Velar,range-rover-velar,HSE Dynamic 2.0 Diesel,hse-dynamic-2-0-diesel,https://www.carwale.com/land-rover-cars/range-rover-velar/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-velar/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Velar,range-rover-velar,HSE Dynamic 2.0 Petrol,hse-dynamic-2-0-petrol,https://www.carwale.com/land-rover-cars/range-rover-velar/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-velar/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Velar,range-rover-velar,SE Dynamic 2.0 Petrol,se-dynamic-2-0-petrol,https://www.carwale.com/land-rover-cars/range-rover-velar/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-velar/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,Autobiography 3.0 Petrol,autobiography-3-0-petrol,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,Autobiography 3.0 Petrol [2022],autobiography-3-0-petrol-2022,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,HSE 3.0 Diesel,hse-3-0-diesel,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,SV 3.0 Diesel LWB,sv-3-0-diesel-lwb,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,SV 4.4 Petrol LWB,sv-4-4-petrol-lwb,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,SV 4.4 Petrol LWB Masara Edition,sv-4-4-petrol-lwb-masara-edition,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover,range-rover,SV Ranthambore Edition,sv-ranthambore-edition,https://www.carwale.com/land-rover-cars/range-rover/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover/,2026-06-16 15:57:49
Land Rover,land-rover,Range Rover Sport,range-rover-sport,Autobiography Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic,autobiography-mild-hybrid-electric-diesel-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-sport/,2026-06-16 15:57:50
Land Rover,land-rover,Range Rover Sport,range-rover-sport,Autobiography Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,autobiography-mild-hybridelectric-petrol-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-sport/,2026-06-16 15:57:50
Land Rover,land-rover,Range Rover Sport,range-rover-sport,HSE Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic,hse-mild-hybrid-electric-diesel-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/,carwale_versions,https://www.carwale.com/land-rover-cars/range-rover-sport/,2026-06-16 15:57:50
