brand_slug,brand_name,model_slug,model_name,model_url,model_source
mahindra,Mahindra,marazzo,Marazzo,https://www.carwale.com/mahindra-cars/marazzo/,carwale
mahindra,Mahindra,global-pik-up,Global Pik Up,https://www.carwale.com/mahindra-cars/global-pik-up/,carwale
mahindra,Mahindra,be07,Be07,https://www.carwale.com/mahindra-cars/be07/,carwale
mahindra,Mahindra,vision-s-compact-suv,Vision S Compact Suv,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/,carwale
mahindra,Mahindra,vision-s-sub-compact-suv,Vision S Sub Compact Suv,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/,carwale
mahindra,Mahindra,be09,Be09,https://www.carwale.com/mahindra-cars/be09/,carwale
mahindra,Mahindra,vision-x-sub-compact-suv,Vision X Sub Compact Suv,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/,carwale
mahindra,Mahindra,vision-x-compact-suv,Vision X Compact Suv,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/,carwale
mahindra,Mahindra,thar-electric,Thar Electric,https://www.carwale.com/mahindra-cars/thar-electric/,carwale
mahindra,Mahindra,vision-t,Vision T,https://www.carwale.com/mahindra-cars/vision-t/,carwale
mahindra,Mahindra,vision-sxt,Vision Sxt,https://www.carwale.com/mahindra-cars/vision-sxt/,carwale
mahindra,Mahindra,xev-7e,Xev 7E,https://www.carwale.com/mahindra-cars/xev-7e/,carwale
mahindra,Mahindra,xuv300-turbosport,Xuv300 Turbosport,https://www.carwale.com/mahindra-cars/xuv300-turbosport/,carwale
mahindra,Mahindra,veritovibecs,Veritovibecs,https://www.carwale.com/mahindra-cars/veritovibecs/,carwale
mahindra,Mahindra,xuv500,Xuv500,https://www.carwale.com/mahindra-cars/xuv500/,carwale
mahindra,Mahindra,xylo,Xylo,https://www.carwale.com/mahindra-cars/xylo/,carwale
mahindra,Mahindra,jeep,Jeep,https://www.carwale.com/mahindra-cars/jeep/,carwale
mahindra,Mahindra,marshal,Marshal,https://www.carwale.com/mahindra-cars/marshal/,carwale
mahindra,Mahindra,armada,Armada,https://www.carwale.com/mahindra-cars/armada/,carwale
mahindra,Mahindra,voyager,Voyager,https://www.carwale.com/mahindra-cars/voyager/,carwale
mahindra,Mahindra,tuv300,Tuv300,https://www.carwale.com/mahindra-cars/tuv300/,carwale
mahindra,Mahindra,nuvosport,Nuvosport,https://www.carwale.com/mahindra-cars/nuvosport/,carwale
mahindra,Mahindra,e2o-plus,E2O Plus,https://www.carwale.com/mahindra-cars/e2o-plus/,carwale
mahindra,Mahindra,kuv100-nxt,Kuv100 Nxt,https://www.carwale.com/mahindra-cars/kuv100-nxt/,carwale
mahindra,Mahindra,ekuv100,Ekuv100,https://www.carwale.com/mahindra-cars/ekuv100/,carwale
mahindra,Mahindra,alturas-g4,Alturas G4,https://www.carwale.com/mahindra-cars/alturas-g4/,carwale
mahindra,Mahindra,revai,Revai,https://www.carwale.com/mahindra-cars/revai/,carwale
maruti-suzuki,Maruti Suzuki,fronx,Fronx,https://www.carwale.com/maruti-suzuki-cars/fronx/,carwale
maruti-suzuki,Maruti Suzuki,baleno,Baleno,https://www.carwale.com/maruti-suzuki-cars/baleno/,carwale
maruti-suzuki,Maruti Suzuki,swift,Swift,https://www.carwale.com/maruti-suzuki-cars/swift/,carwale
maruti-suzuki,Maruti Suzuki,dzire,Dzire,https://www.carwale.com/maruti-suzuki-cars/dzire/,carwale
maruti-suzuki,Maruti Suzuki,grand-vitara,Grand Vitara,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/,carwale
maruti-suzuki,Maruti Suzuki,brezza,Brezza,https://www.carwale.com/maruti-suzuki-cars/brezza/,carwale
maruti-suzuki,Maruti Suzuki,victoris,Victoris,https://www.carwale.com/maruti-suzuki-cars/victoris/,carwale
maruti-suzuki,Maruti Suzuki,wagon-r,Wagon R,https://www.carwale.com/maruti-suzuki-cars/wagon-r/,carwale
maruti-suzuki,Maruti Suzuki,ertiga,Ertiga,https://www.carwale.com/maruti-suzuki-cars/ertiga/,carwale
maruti-suzuki,Maruti Suzuki,alto-k10,Alto K10,https://www.carwale.com/maruti-suzuki-cars/alto-k10/,carwale
maruti-suzuki,Maruti Suzuki,xl6,Xl6,https://www.carwale.com/maruti-suzuki-cars/xl6/,carwale
maruti-suzuki,Maruti Suzuki,e-vitara,E Vitara,https://www.carwale.com/maruti-suzuki-cars/e-vitara/,carwale
maruti-suzuki,Maruti Suzuki,celerio,Celerio,https://www.carwale.com/maruti-suzuki-cars/celerio/,carwale
maruti-suzuki,Maruti Suzuki,s-presso,S Presso,https://www.carwale.com/maruti-suzuki-cars/s-presso/,carwale
maruti-suzuki,Maruti Suzuki,jimny,Jimny,https://www.carwale.com/maruti-suzuki-cars/jimny/,carwale
maruti-suzuki,Maruti Suzuki,eeco,Eeco,https://www.carwale.com/maruti-suzuki-cars/eeco/,carwale
maruti-suzuki,Maruti Suzuki,invicto,Invicto,https://www.carwale.com/maruti-suzuki-cars/invicto/,carwale
maruti-suzuki,Maruti Suzuki,2026-brezza,2026 Brezza,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/,carwale
maruti-suzuki,Maruti Suzuki,new-ertiga,New Ertiga,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/,carwale
maruti-suzuki,Maruti Suzuki,seven-seat-ev-mpv-ymc,Seven Seat Ev Mpv Ymc,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/,carwale
maruti-suzuki,Maruti Suzuki,sub-compact-suv,Sub Compact Suv,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/,carwale
maruti-suzuki,Maruti Suzuki,ignis,Ignis,https://www.carwale.com/maruti-suzuki-cars/ignis/,carwale
maruti-suzuki,Maruti Suzuki,ciaz,Ciaz,https://www.carwale.com/maruti-suzuki-cars/ciaz/,carwale
maruti-suzuki,Maruti Suzuki,fronx-flex-fuel,Fronx Flex Fuel,https://www.carwale.com/maruti-suzuki-cars/fronx-flex-fuel/,carwale
maruti-suzuki,Maruti Suzuki,esteem,Esteem,https://www.carwale.com/maruti-suzuki-cars/esteem/,carwale
maruti-suzuki,Maruti Suzuki,gypsy,Gypsy,https://www.carwale.com/maruti-suzuki-cars/gypsy/,carwale
maruti-suzuki,Maruti Suzuki,omni,Omni,https://www.carwale.com/maruti-suzuki-cars/omni/,carwale
maruti-suzuki,Maruti Suzuki,versa,Versa,https://www.carwale.com/maruti-suzuki-cars/versa/,carwale
maruti-suzuki,Maruti Suzuki,zen,Zen,https://www.carwale.com/maruti-suzuki-cars/zen/,carwale
maruti-suzuki,Maruti Suzuki,estilo,Estilo,https://www.carwale.com/maruti-suzuki-cars/estilo/,carwale
maruti-suzuki,Maruti Suzuki,sx4,Sx4,https://www.carwale.com/maruti-suzuki-cars/sx4/,carwale
maruti-suzuki,Maruti Suzuki,a-star,A Star,https://www.carwale.com/maruti-suzuki-cars/a-star/,carwale
maruti-suzuki,Maruti Suzuki,ritz,Ritz,https://www.carwale.com/maruti-suzuki-cars/ritz/,carwale
maruti-suzuki,Maruti Suzuki,kizashi,Kizashi,https://www.carwale.com/maruti-suzuki-cars/kizashi/,carwale
maruti-suzuki,Maruti Suzuki,alto-800,Alto 800,https://www.carwale.com/maruti-suzuki-cars/alto-800/,carwale
maruti-suzuki,Maruti Suzuki,s-cross,S Cross,https://www.carwale.com/maruti-suzuki-cars/s-cross/,carwale
maruti-suzuki,Maruti Suzuki,celerio-x,Celerio X,https://www.carwale.com/maruti-suzuki-cars/celerio-x/,carwale
maruti-suzuki,Maruti Suzuki,futuro-e,Futuro E,https://www.carwale.com/maruti-suzuki-cars/futuro-e/,carwale
maserati,Maserati,ghibli,Ghibli,https://www.carwale.com/maserati-cars/ghibli/,carwale
maserati,Maserati,mc20,Mc20,https://www.carwale.com/maserati-cars/mc20/,carwale
maserati,Maserati,levante,Levante,https://www.carwale.com/maserati-cars/levante/,carwale
maserati,Maserati,mcpura,Mcpura,https://www.carwale.com/maserati-cars/mcpura/,carwale
maserati,Maserati,granturismo,Granturismo,https://www.carwale.com/maserati-cars/granturismo/,carwale
maserati,Maserati,grecale,Grecale,https://www.carwale.com/maserati-cars/grecale/,carwale
maserati,Maserati,quattroporte,Quattroporte,https://www.carwale.com/maserati-cars/quattroporte/,carwale
maserati,Maserati,grancabrio,Grancabrio,https://www.carwale.com/maserati-cars/grancabrio/,carwale
mclaren,McLaren,750s,750S,https://www.carwale.com/mclaren-cars/750s/,carwale
mclaren,McLaren,gt,Gt,https://www.carwale.com/mclaren-cars/gt/,carwale
mclaren,McLaren,720s,720S,https://www.carwale.com/mclaren-cars/720s/,carwale
mclaren,McLaren,570s,570S,https://www.carwale.com/mclaren-cars/570s/,carwale
mclaren,McLaren,artura,Artura,https://www.carwale.com/mclaren-cars/artura/,carwale
mercedes-benz,Mercedes-Benz,g580-with-eq-technology,G580 With Eq Technology,https://www.carwale.com/mercedes-benz-cars/g580-with-eq-technology/,carwale
mercedes-benz,Mercedes-Benz,c-class,C Class,https://www.carwale.com/mercedes-benz-cars/c-class/,carwale
mercedes-benz,Mercedes-Benz,cla-ev,Cla Ev,https://www.carwale.com/mercedes-benz-cars/cla-ev/,carwale
mercedes-benz,Mercedes-Benz,g-class,G Class,https://www.carwale.com/mercedes-benz-cars/g-class/,carwale
mercedes-benz,Mercedes-Benz,gls,Gls,https://www.carwale.com/mercedes-benz-cars/gls/,carwale
mercedes-benz,Mercedes-Benz,gla,Gla,https://www.carwale.com/mercedes-benz-cars/gla/,carwale
mercedes-benz,Mercedes-Benz,e-class,E Class,https://www.carwale.com/mercedes-benz-cars/e-class/,carwale
mercedes-benz,Mercedes-Benz,glc,Glc,https://www.carwale.com/mercedes-benz-cars/glc/,carwale
mercedes-benz,Mercedes-Benz,gle,Gle,https://www.carwale.com/mercedes-benz-cars/gle/,carwale
mercedes-benz,Mercedes-Benz,maybach-s-class,Maybach S Class,https://www.carwale.com/mercedes-benz-cars/maybach-s-class/,carwale
mercedes-benz,Mercedes-Benz,amg-cle,Amg Cle,https://www.carwale.com/mercedes-benz-cars/amg-cle/,carwale
mercedes-benz,Mercedes-Benz,v-class,V Class,https://www.carwale.com/mercedes-benz-cars/v-class/,carwale
mercedes-benz,Mercedes-Benz,s-class,S Class,https://www.carwale.com/mercedes-benz-cars/s-class/,carwale
mercedes-benz,Mercedes-Benz,amg-g-class,Amg G Class,https://www.carwale.com/mercedes-benz-cars/amg-g-class/,carwale
mercedes-benz,Mercedes-Benz,maybach-gls,Maybach Gls,https://www.carwale.com/mercedes-benz-cars/maybach-gls/,carwale
mercedes-benz,Mercedes-Benz,amg-gla35,Amg Gla35,https://www.carwale.com/mercedes-benz-cars/amg-gla35/,carwale
mercedes-benz,Mercedes-Benz,amg-glc43-coupe,Amg Glc43 Coupe,https://www.carwale.com/mercedes-benz-cars/amg-glc43-coupe/,carwale
mercedes-benz,Mercedes-Benz,amg-gt-63,Amg Gt 63,https://www.carwale.com/mercedes-benz-cars/amg-gt-63/,carwale
mercedes-benz,Mercedes-Benz,eqs,Eqs,https://www.carwale.com/mercedes-benz-cars/eqs/,carwale
mercedes-benz,Mercedes-Benz,amg-c-43,Amg C 43,https://www.carwale.com/mercedes-benz-cars/amg-c-43/,carwale
mercedes-benz,Mercedes-Benz,amg-gle-coupe,Amg Gle Coupe,https://www.carwale.com/mercedes-benz-cars/amg-gle-coupe/,carwale
mercedes-benz,Mercedes-Benz,eqs-suv,Eqs Suv,https://www.carwale.com/mercedes-benz-cars/eqs-suv/,carwale
mercedes-benz,Mercedes-Benz,amg-a45-s,Amg A45 S,https://www.carwale.com/mercedes-benz-cars/amg-a45-s/,carwale
mercedes-benz,Mercedes-Benz,maybach-sl-680,Maybach Sl 680,https://www.carwale.com/mercedes-benz-cars/maybach-sl-680/,carwale
mercedes-benz,Mercedes-Benz,amg-gt-63-s-4matic-plus,Amg Gt 63 S 4Matic Plus,https://www.carwale.com/mercedes-benz-cars/amg-gt-63-s-4matic-plus/,carwale
mercedes-benz,Mercedes-Benz,amg-eqs,Amg Eqs,https://www.carwale.com/mercedes-benz-cars/amg-eqs/,carwale
mercedes-benz,Mercedes-Benz,eqe-suv,Eqe Suv,https://www.carwale.com/mercedes-benz-cars/eqe-suv/,carwale
mercedes-benz,Mercedes-Benz,amg-gt-63-s-e-performance,Amg Gt 63 S E Performance,https://www.carwale.com/mercedes-benz-cars/amg-gt-63-s-e-performance/,carwale
mercedes-benz,Mercedes-Benz,maybach-eqs-suv,Maybach Eqs Suv,https://www.carwale.com/mercedes-benz-cars/maybach-eqs-suv/,carwale
mercedes-benz,Mercedes-Benz,amg-s-63-e-performance,Amg S 63 E Performance,https://www.carwale.com/mercedes-benz-cars/amg-s-63-e-performance/,carwale
mercedes-benz,Mercedes-Benz,amg-c-63-s-e-performance,Amg C 63 S E Performance,https://www.carwale.com/mercedes-benz-cars/amg-c-63-s-e-performance/,carwale
mercedes-benz,Mercedes-Benz,new-gls,New Gls,https://www.carwale.com/mercedes-benz-cars/new-gls/,carwale
mercedes-benz,Mercedes-Benz,c-class-ev,C Class Ev,https://www.carwale.com/mercedes-benz-cars/c-class-ev/,carwale
mercedes-benz,Mercedes-Benz,new-gle,New Gle,https://www.carwale.com/mercedes-benz-cars/new-gle/,carwale
mercedes-benz,Mercedes-Benz,glc-ev,Glc Ev,https://www.carwale.com/mercedes-benz-cars/glc-ev/,carwale
mercedes-benz,Mercedes-Benz,a-class-limousine,A Class Limousine,https://www.carwale.com/mercedes-benz-cars/a-class-limousine/,carwale
mercedes-benz,Mercedes-Benz,eqb,Eqb,https://www.carwale.com/mercedes-benz-cars/eqb/,carwale
mercedes-benz,Mercedes-Benz,eqa,Eqa,https://www.carwale.com/mercedes-benz-cars/eqa/,carwale
mercedes-benz,Mercedes-Benz,sl,Sl,https://www.carwale.com/mercedes-benz-cars/sl/,carwale
mercedes-benz,Mercedes-Benz,clk,Clk,https://www.carwale.com/mercedes-benz-cars/clk/,carwale
mercedes-benz,Mercedes-Benz,slk,Slk,https://www.carwale.com/mercedes-benz-cars/slk/,carwale
mercedes-benz,Mercedes-Benz,cls,Cls,https://www.carwale.com/mercedes-benz-cars/cls/,carwale
mercedes-benz,Mercedes-Benz,amg-e53,Amg E53,https://www.carwale.com/mercedes-benz-cars/amg-e53/,carwale
mercedes-benz,Mercedes-Benz,mclass,Mclass,https://www.carwale.com/mercedes-benz-cars/mclass/,carwale
mercedes-benz,Mercedes-Benz,mbclass,Mbclass,https://www.carwale.com/mercedes-benz-cars/mbclass/,carwale
mercedes-benz,Mercedes-Benz,gl,Gl,https://www.carwale.com/mercedes-benz-cars/gl/,carwale
mercedes-benz,Mercedes-Benz,amg-gt,Amg Gt,https://www.carwale.com/mercedes-benz-cars/amg-gt/,carwale
mercedes-benz,Mercedes-Benz,rclass,Rclass,https://www.carwale.com/mercedes-benz-cars/rclass/,carwale
mercedes-benz,Mercedes-Benz,190,190,https://www.carwale.com/mercedes-benz-cars/190/,carwale
mercedes-benz,Mercedes-Benz,b-class,B Class,https://www.carwale.com/mercedes-benz-cars/b-class/,carwale
mercedes-benz,Mercedes-Benz,sdl,Sdl,https://www.carwale.com/mercedes-benz-cars/sdl/,carwale
mercedes-benz,Mercedes-Benz,viano,Viano,https://www.carwale.com/mercedes-benz-cars/viano/,carwale
mercedes-benz,Mercedes-Benz,s-coupe,S Coupe,https://www.carwale.com/mercedes-benz-cars/s-coupe/,carwale
mercedes-benz,Mercedes-Benz,slc,Slc,https://www.carwale.com/mercedes-benz-cars/slc/,carwale
mercedes-benz,Mercedes-Benz,w123,W123,https://www.carwale.com/mercedes-benz-cars/w123/,carwale
mercedes-benz,Mercedes-Benz,200,200,https://www.carwale.com/mercedes-benz-cars/200/,carwale
mercedes-benz,Mercedes-Benz,glc-coupe,Glc Coupe,https://www.carwale.com/mercedes-benz-cars/glc-coupe/,carwale
mercedes-benz,Mercedes-Benz,e-class-all-terrain,E Class All Terrain,https://www.carwale.com/mercedes-benz-cars/e-class-all-terrain/,carwale
mercedes-benz,Mercedes-Benz,c-coupe,C Coupe,https://www.carwale.com/mercedes-benz-cars/c-coupe/,carwale
mercedes-benz,Mercedes-Benz,eqc,Eqc,https://www.carwale.com/mercedes-benz-cars/eqc/,carwale
mercedes-benz,Mercedes-Benz,amg-a35,Amg A35,https://www.carwale.com/mercedes-benz-cars/amg-a35/,carwale
mini,Mini,countryman-c,Countryman C,https://www.carwale.com/mini-cars/countryman-c/,carwale
mini,Mini,cooper,Cooper,https://www.carwale.com/mini-cars/cooper/,carwale
mini,Mini,cooper-s-convertible,Cooper S Convertible,https://www.carwale.com/mini-cars/cooper-s-convertible/,carwale
mini,Mini,countryman,Countryman,https://www.carwale.com/mini-cars/countryman/,carwale
mini,Mini,cooper-se,Cooper Se,https://www.carwale.com/mini-cars/cooper-se/,carwale
mini,Mini,countryman-electric,Countryman Electric,https://www.carwale.com/mini-cars/countryman-electric/,carwale
mini,Mini,countryman-jcw,Countryman Jcw,https://www.carwale.com/mini-cars/countryman-jcw/,carwale
mini,Mini,clubman,Clubman,https://www.carwale.com/mini-cars/clubman/,carwale
mini,Mini,cooper-jcw,Cooper Jcw,https://www.carwale.com/mini-cars/cooper-jcw/,carwale
mini,Mini,cooper-convertible,Cooper Convertible,https://www.carwale.com/mini-cars/cooper-convertible/,carwale
nissan,Nissan,tekton,Tekton,https://www.carwale.com/nissan-cars/tekton/,carwale
nissan,Nissan,gravite,Gravite,https://www.carwale.com/nissan-cars/gravite/,carwale
nissan,Nissan,magnite,Magnite,https://www.carwale.com/nissan-cars/magnite/,carwale
nissan,Nissan,x-trail,X Trail,https://www.carwale.com/nissan-cars/x-trail/,carwale
nissan,Nissan,sunny,Sunny,https://www.carwale.com/nissan-cars/sunny/,carwale
nissan,Nissan,safarigranroad,Safarigranroad,https://www.carwale.com/nissan-cars/safarigranroad/,carwale
nissan,Nissan,micra-active,Micra Active,https://www.carwale.com/nissan-cars/micra-active/,carwale
nissan,Nissan,terrano,Terrano,https://www.carwale.com/nissan-cars/terrano/,carwale
nissan,Nissan,nv350,Nv350,https://www.carwale.com/nissan-cars/nv350/,carwale
nissan,Nissan,kicks,Kicks,https://www.carwale.com/nissan-cars/kicks/,carwale
nissan,Nissan,murano,Murano,https://www.carwale.com/nissan-cars/murano/,carwale
nissan,Nissan,qashqai,Qashqai,https://www.carwale.com/nissan-cars/qashqai/,carwale
nissan,Nissan,juke,Juke,https://www.carwale.com/nissan-cars/juke/,carwale
nissan,Nissan,leaf-ev,Leaf Ev,https://www.carwale.com/nissan-cars/leaf-ev/,carwale
nissan,Nissan,patrol,Patrol,https://www.carwale.com/nissan-cars/patrol/,carwale
nissan,Nissan,infiniti,Infiniti,https://www.carwale.com/nissan-cars/infiniti/,carwale
nissan,Nissan,cima,Cima,https://www.carwale.com/nissan-cars/cima/,carwale
nissan,Nissan,gloria,Gloria,https://www.carwale.com/nissan-cars/gloria/,carwale
nissan,Nissan,350z,350Z,https://www.carwale.com/nissan-cars/350z/,carwale
nissan,Nissan,serena,Serena,https://www.carwale.com/nissan-cars/serena/,carwale
nissan,Nissan,fairlady300zx,Fairlady300Zx,https://www.carwale.com/nissan-cars/fairlady300zx/,carwale
nissan,Nissan,gtr,Gtr,https://www.carwale.com/nissan-cars/gtr/,carwale
nissan,Nissan,cedric,Cedric,https://www.carwale.com/nissan-cars/cedric/,carwale
nissan,Nissan,jonga,Jonga,https://www.carwale.com/nissan-cars/jonga/,carwale
nissan,Nissan,laurel,Laurel,https://www.carwale.com/nissan-cars/laurel/,carwale
nissan,Nissan,bluebird,Bluebird,https://www.carwale.com/nissan-cars/bluebird/,carwale
ola,Ola,electric-sedan,Electric Sedan,https://www.carwale.com/ola-cars/electric-sedan/,carwale
porsche,Porsche,911,911,https://www.carwale.com/porsche-cars/911/,carwale
porsche,Porsche,macan,Macan,https://www.carwale.com/porsche-cars/macan/,carwale
porsche,Porsche,cayenne,Cayenne,https://www.carwale.com/porsche-cars/cayenne/,carwale
porsche,Porsche,taycan,Taycan,https://www.carwale.com/porsche-cars/taycan/,carwale
porsche,Porsche,panamera,Panamera,https://www.carwale.com/porsche-cars/panamera/,carwale
porsche,Porsche,macan-turbo-ev,Macan Turbo Ev,https://www.carwale.com/porsche-cars/macan-turbo-ev/,carwale
porsche,Porsche,cayenne-ev,Cayenne Ev,https://www.carwale.com/porsche-cars/cayenne-ev/,carwale
porsche,Porsche,cayenne-coupe,Cayenne Coupe,https://www.carwale.com/porsche-cars/cayenne-coupe/,carwale
porsche,Porsche,718,718,https://www.carwale.com/porsche-cars/718/,carwale
porsche,Porsche,taycan-cross-turismo,Taycan Cross Turismo,https://www.carwale.com/porsche-cars/taycan-cross-turismo/,carwale
porsche,Porsche,carreragt,Carreragt,https://www.carwale.com/porsche-cars/carreragt/,carwale
pravaig,Pravaig,defy,Defy,https://www.carwale.com/pravaig-cars/defy/,carwale
renault,Renault,triber,Triber,https://www.carwale.com/renault-cars/triber/,carwale
renault,Renault,duster,Duster,https://www.carwale.com/renault-cars/duster/,carwale
renault,Renault,kiger,Kiger,https://www.carwale.com/renault-cars/kiger/,carwale
renault,Renault,kwid,Kwid,https://www.carwale.com/renault-cars/kwid/,carwale
renault,Renault,boreal-bigster,Boreal Bigster,https://www.carwale.com/renault-cars/boreal-bigster/,carwale
renault,Renault,bridger,Bridger,https://www.carwale.com/renault-cars/bridger/,carwale
renault,Renault,kwid-ev,Kwid Ev,https://www.carwale.com/renault-cars/kwid-ev/,carwale
renault,Renault,lodgy,Lodgy,https://www.carwale.com/renault-cars/lodgy/,carwale
renault,Renault,scenic,Scenic,https://www.carwale.com/renault-cars/scenic/,carwale
renault,Renault,megane,Megane,https://www.carwale.com/renault-cars/megane/,carwale
renault,Renault,captur,Captur,https://www.carwale.com/renault-cars/captur/,carwale
rolls-royce,Rolls-Royce,phantom,Phantom,https://www.carwale.com/rolls-royce-cars/phantom/,carwale
rolls-royce,Rolls-Royce,cullinan,Cullinan,https://www.carwale.com/rolls-royce-cars/cullinan/,carwale
rolls-royce,Rolls-Royce,spectre,Spectre,https://www.carwale.com/rolls-royce-cars/spectre/,carwale
rolls-royce,Rolls-Royce,phantomcoupe,Phantomcoupe,https://www.carwale.com/rolls-royce-cars/phantomcoupe/,carwale
rolls-royce,Rolls-Royce,dropheadcoupe,Dropheadcoupe,https://www.carwale.com/rolls-royce-cars/dropheadcoupe/,carwale
rolls-royce,Rolls-Royce,ghost-series-ii,Ghost Series Ii,https://www.carwale.com/rolls-royce-cars/ghost-series-ii/,carwale
rolls-royce,Rolls-Royce,wraith,Wraith,https://www.carwale.com/rolls-royce-cars/wraith/,carwale
rolls-royce,Rolls-Royce,dawn,Dawn,https://www.carwale.com/rolls-royce-cars/dawn/,carwale
rolls-royce,Rolls-Royce,silver-spur,Silver Spur,https://www.carwale.com/rolls-royce-cars/silver-spur/,carwale
skoda,Skoda,kylaq,Kylaq,https://www.carwale.com/skoda-cars/kylaq/,carwale
skoda,Skoda,slavia,Slavia,https://www.carwale.com/skoda-cars/slavia/,carwale
skoda,Skoda,kushaq,Kushaq,https://www.carwale.com/skoda-cars/kushaq/,carwale
skoda,Skoda,kodiaq,Kodiaq,https://www.carwale.com/skoda-cars/kodiaq/,carwale
skoda,Skoda,octaviars,Octaviars,https://www.carwale.com/skoda-cars/octaviars/,carwale
skoda,Skoda,kodiaq-rs,Kodiaq Rs,https://www.carwale.com/skoda-cars/kodiaq-rs/,carwale
skoda,Skoda,new-superb,New Superb,https://www.carwale.com/skoda-cars/new-superb/,carwale
skoda,Skoda,epiq,Epiq,https://www.carwale.com/skoda-cars/epiq/,carwale
skoda,Skoda,peaq,Peaq,https://www.carwale.com/skoda-cars/peaq/,carwale
skoda,Skoda,elroq,Elroq,https://www.carwale.com/skoda-cars/elroq/,carwale
skoda,Skoda,enyaq,Enyaq,https://www.carwale.com/skoda-cars/enyaq/,carwale
skoda,Skoda,rapid-tsi,Rapid Tsi,https://www.carwale.com/skoda-cars/rapid-tsi/,carwale
skoda,Skoda,octavia,Octavia,https://www.carwale.com/skoda-cars/octavia/,carwale
skoda,Skoda,kamiq,Kamiq,https://www.carwale.com/skoda-cars/kamiq/,carwale
skoda,Skoda,yeti,Yeti,https://www.carwale.com/skoda-cars/yeti/,carwale
skoda,Skoda,laura,Laura,https://www.carwale.com/skoda-cars/laura/,carwale
skoda,Skoda,fabia-scout,Fabia Scout,https://www.carwale.com/skoda-cars/fabia-scout/,carwale
skoda,Skoda,karoq,Karoq,https://www.carwale.com/skoda-cars/karoq/,carwale
tata,Tata,punch,Punch,https://www.carwale.com/tata-cars/punch/,carwale
tata,Tata,nexon,Nexon,https://www.carwale.com/tata-cars/nexon/,carwale
tata,Tata,tiago,Tiago,https://www.carwale.com/tata-cars/tiago/,carwale
tata,Tata,sierra,Sierra,https://www.carwale.com/tata-cars/sierra/,carwale
tata,Tata,tiago-ev,Tiago Ev,https://www.carwale.com/tata-cars/tiago-ev/,carwale
tata,Tata,harrier,Harrier,https://www.carwale.com/tata-cars/harrier/,carwale
tata,Tata,punch-ev,Punch Ev,https://www.carwale.com/tata-cars/punch-ev/,carwale
tata,Tata,altroz,Altroz,https://www.carwale.com/tata-cars/altroz/,carwale
tata,Tata,harrier-ev,Harrier Ev,https://www.carwale.com/tata-cars/harrier-ev/,carwale
tata,Tata,safari,Safari,https://www.carwale.com/tata-cars/safari/,carwale
tata,Tata,curvv,Curvv,https://www.carwale.com/tata-cars/curvv/,carwale
tata,Tata,nexon-ev,Nexon Ev,https://www.carwale.com/tata-cars/nexon-ev/,carwale
tata,Tata,curvv-ev,Curvv Ev,https://www.carwale.com/tata-cars/curvv-ev/,carwale
tata,Tata,tigor,Tigor,https://www.carwale.com/tata-cars/tigor/,carwale
tata,Tata,tigor-ev,Tigor Ev,https://www.carwale.com/tata-cars/tigor-ev/,carwale
tata,Tata,sierra-ev,Sierra Ev,https://www.carwale.com/tata-cars/sierra-ev/,carwale
tata,Tata,new-tigor,New Tigor,https://www.carwale.com/tata-cars/new-tigor/,carwale
tata,Tata,new-tigor-ev,New Tigor Ev,https://www.carwale.com/tata-cars/new-tigor-ev/,carwale
tata,Tata,safari-ev,Safari Ev,https://www.carwale.com/tata-cars/safari-ev/,carwale
tata,Tata,altroz-ev,Altroz Ev,https://www.carwale.com/tata-cars/altroz-ev/,carwale
tata,Tata,avinya,Avinya,https://www.carwale.com/tata-cars/avinya/,carwale
tata,Tata,tiago-nrg,Tiago Nrg,https://www.carwale.com/tata-cars/tiago-nrg/,carwale
tata,Tata,tigor-jtp,Tigor Jtp,https://www.carwale.com/tata-cars/tigor-jtp/,carwale
tata,Tata,tiago-jtp,Tiago Jtp,https://www.carwale.com/tata-cars/tiago-jtp/,carwale
tata,Tata,harrier-old-generation,Harrier Old Generation,https://www.carwale.com/tata-cars/harrier-old-generation/,carwale
tata,Tata,hexa,Hexa,https://www.carwale.com/tata-cars/hexa/,carwale
tata,Tata,safari-old-generation,Safari Old Generation,https://www.carwale.com/tata-cars/safari-old-generation/,carwale
tata,Tata,nexon-ev-prime,Nexon Ev Prime,https://www.carwale.com/tata-cars/nexon-ev-prime/,carwale
tata,Tata,movus,Movus,https://www.carwale.com/tata-cars/movus/,carwale
tata,Tata,vistatech,Vistatech,https://www.carwale.com/tata-cars/vistatech/,carwale
tata,Tata,venture,Venture,https://www.carwale.com/tata-cars/venture/,carwale
tata,Tata,nano-genx,Nano Genx,https://www.carwale.com/tata-cars/nano-genx/,carwale
tata,Tata,xenonxt,Xenonxt,https://www.carwale.com/tata-cars/xenonxt/,carwale
tata,Tata,zest,Zest,https://www.carwale.com/tata-cars/zest/,carwale
