brand_slug,brand_name,model_slug,model_name,variant_slug,variant_name,variant_url
lexus,Lexus,nx-2017-2022,Nx 2017 2022,300h-f-sport,300H F Sport,https://www.carwale.com/lexus-cars/nx-2017-2022/300h-f-sport/
lexus,Lexus,rx-2017-2023,Rx 2017 2023,450hl,450Hl,https://www.carwale.com/lexus-cars/rx-2017-2023/450hl/
lexus,Lexus,rx-2017-2023,Rx 2017 2023,luxury,Luxury,https://www.carwale.com/lexus-cars/rx-2017-2023/luxury/
lexus,Lexus,rx-2017-2023,Rx 2017 2023,f-sport,F Sport,https://www.carwale.com/lexus-cars/rx-2017-2023/f-sport/
lexus,Lexus,lx-2017-2022,Lx 2017 2022,450d,450D,https://www.carwale.com/lexus-cars/lx-2017-2022/450d/
lexus,Lexus,lx-2017-2022,Lx 2017 2022,570-2018-2020,570 2018 2020,https://www.carwale.com/lexus-cars/lx-2017-2022/570-2018-2020/
lexus,Lexus,lx-2017-2022,Lx 2017 2022,570,570,https://www.carwale.com/lexus-cars/lx-2017-2022/570/
lexus,Lexus,gs350,Gs350,twin-turbo-35,Twin Turbo 35,https://www.carwale.com/lexus-cars/gs350/twin-turbo-35/
lexus,Lexus,sc430,Sc430,convertible,Convertible,https://www.carwale.com/lexus-cars/sc430/convertible/
lotus,Lotus,emeya,Emeya,gt,Gt,https://www.carwale.com/lotus-cars/emeya/gt/
lotus,Lotus,emeya,Emeya,range,Range,https://www.carwale.com/lotus-cars/emeya/range/
lotus,Lotus,eletre,Eletre,standard,Standard,https://www.carwale.com/lotus-cars/eletre/standard/
lotus,Lotus,eletre,Eletre,s,S,https://www.carwale.com/lotus-cars/eletre/s/
lotus,Lotus,eletre,Eletre,r,R,https://www.carwale.com/lotus-cars/eletre/r/
lotus,Lotus,eletre,Eletre,range,Range,https://www.carwale.com/lotus-cars/eletre/range/
lotus,Lotus,emira,Emira,turbo,Turbo,https://www.carwale.com/lotus-cars/emira/turbo/
mg,MG,windsor-ev,Windsor Ev,excite,Excite,https://www.carwale.com/mg-cars/windsor-ev/excite/
mg,MG,windsor-ev,Windsor Ev,inspire-limited,Inspire Limited,https://www.carwale.com/mg-cars/windsor-ev/inspire-limited/
mg,MG,windsor-ev,Windsor Ev,exclusive,Exclusive,https://www.carwale.com/mg-cars/windsor-ev/exclusive/
mg,MG,windsor-ev,Windsor Ev,essence,Essence,https://www.carwale.com/mg-cars/windsor-ev/essence/
mg,MG,windsor-ev,Windsor Ev,exclusive-pro,Exclusive Pro,https://www.carwale.com/mg-cars/windsor-ev/exclusive-pro/
mg,MG,windsor-ev,Windsor Ev,essence-pro,Essence Pro,https://www.carwale.com/mg-cars/windsor-ev/essence-pro/
mg,MG,windsor-ev,Windsor Ev,range,Range,https://www.carwale.com/mg-cars/windsor-ev/range/
mg,MG,comet-ev,Comet Ev,executive,Executive,https://www.carwale.com/mg-cars/comet-ev/executive/
mg,MG,comet-ev,Comet Ev,excite,Excite,https://www.carwale.com/mg-cars/comet-ev/excite/
mg,MG,comet-ev,Comet Ev,excite-fc,Excite Fc,https://www.carwale.com/mg-cars/comet-ev/excite-fc/
mg,MG,comet-ev,Comet Ev,exclusive,Exclusive,https://www.carwale.com/mg-cars/comet-ev/exclusive/
mg,MG,comet-ev,Comet Ev,exclusive-fc,Exclusive Fc,https://www.carwale.com/mg-cars/comet-ev/exclusive-fc/
mg,MG,comet-ev,Comet Ev,blackstorm,Blackstorm,https://www.carwale.com/mg-cars/comet-ev/blackstorm/
mg,MG,comet-ev,Comet Ev,range,Range,https://www.carwale.com/mg-cars/comet-ev/range/
mg,MG,majestor,Majestor,savvy,Savvy,https://www.carwale.com/mg-cars/majestor/savvy/
mg,MG,hector,Hector,style,Style,https://www.carwale.com/mg-cars/hector/style/
mg,MG,hector,Hector,select-pro,Select Pro,https://www.carwale.com/mg-cars/hector/select-pro/
mg,MG,hector,Hector,smart-pro,Smart Pro,https://www.carwale.com/mg-cars/hector/smart-pro/
mg,MG,hector,Hector,sharp-pro,Sharp Pro,https://www.carwale.com/mg-cars/hector/sharp-pro/
mg,MG,hector,Hector,savvy-pro,Savvy Pro,https://www.carwale.com/mg-cars/hector/savvy-pro/
mg,MG,cyberster,Cyberster,gt,Gt,https://www.carwale.com/mg-cars/cyberster/gt/
mg,MG,zs-ev,Zs Ev,executive,Executive,https://www.carwale.com/mg-cars/zs-ev/executive/
mg,MG,zs-ev,Zs Ev,excite-pro,Excite Pro,https://www.carwale.com/mg-cars/zs-ev/excite-pro/
mg,MG,zs-ev,Zs Ev,exclusive-plus,Exclusive Plus,https://www.carwale.com/mg-cars/zs-ev/exclusive-plus/
mg,MG,zs-ev,Zs Ev,100-year,100 Year,https://www.carwale.com/mg-cars/zs-ev/100-year/
mg,MG,zs-ev,Zs Ev,essence,Essence,https://www.carwale.com/mg-cars/zs-ev/essence/
mg,MG,zs-ev,Zs Ev,range,Range,https://www.carwale.com/mg-cars/zs-ev/range/
mg,MG,m9,M9,presidential-limo,Presidential Limo,https://www.carwale.com/mg-cars/m9/presidential-limo/
mg,MG,m9,M9,range,Range,https://www.carwale.com/mg-cars/m9/range/
mg,MG,astor,Astor,sprint,Sprint,https://www.carwale.com/mg-cars/astor/sprint/
mg,MG,astor,Astor,shine,Shine,https://www.carwale.com/mg-cars/astor/shine/
mg,MG,astor,Astor,select,Select,https://www.carwale.com/mg-cars/astor/select/
mg,MG,astor,Astor,sharp-pro,Sharp Pro,https://www.carwale.com/mg-cars/astor/sharp-pro/
mg,MG,astor,Astor,savvy-pro,Savvy Pro,https://www.carwale.com/mg-cars/astor/savvy-pro/
mg,MG,hector-plus,Hector Plus,sharp-pro,Sharp Pro,https://www.carwale.com/mg-cars/hector-plus/sharp-pro/
mg,MG,hector-plus,Hector Plus,savvy-pro,Savvy Pro,https://www.carwale.com/mg-cars/hector-plus/savvy-pro/
mg,MG,gloster,Gloster,sharp,Sharp,https://www.carwale.com/mg-cars/gloster/sharp/
mg,MG,gloster,Gloster,savvy,Savvy,https://www.carwale.com/mg-cars/gloster/savvy/
mg,MG,gloster,Gloster,blackstorm,Blackstorm,https://www.carwale.com/mg-cars/gloster/blackstorm/
mg,MG,gloster,Gloster,desertstorm,Desertstorm,https://www.carwale.com/mg-cars/gloster/desertstorm/
mg,MG,gloster,Gloster,snowstorm,Snowstorm,https://www.carwale.com/mg-cars/gloster/snowstorm/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,style,Style,https://www.carwale.com/mg-cars/old-generation-hector-2023/style/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,shine-pro,Shine Pro,https://www.carwale.com/mg-cars/old-generation-hector-2023/shine-pro/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,select-pro,Select Pro,https://www.carwale.com/mg-cars/old-generation-hector-2023/select-pro/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,shine,Shine,https://www.carwale.com/mg-cars/old-generation-hector-2023/shine/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,smart-pro,Smart Pro,https://www.carwale.com/mg-cars/old-generation-hector-2023/smart-pro/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,smart,Smart,https://www.carwale.com/mg-cars/old-generation-hector-2023/smart/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,sharp-pro,Sharp Pro,https://www.carwale.com/mg-cars/old-generation-hector-2023/sharp-pro/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,blackstorm,Blackstorm,https://www.carwale.com/mg-cars/old-generation-hector-2023/blackstorm/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,snowstorm,Snowstorm,https://www.carwale.com/mg-cars/old-generation-hector-2023/snowstorm/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,savvy-pro,Savvy Pro,https://www.carwale.com/mg-cars/old-generation-hector-2023/savvy-pro/
mg,MG,old-generation-hector-2023,Old Generation Hector 2023,100-year-edition,100 Year Edition,https://www.carwale.com/mg-cars/old-generation-hector-2023/100-year-edition/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,style,Style,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/style/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,select-pro,Select Pro,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/select-pro/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,smart-pro,Smart Pro,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/smart-pro/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,smart,Smart,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/smart/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,sharp-pro,Sharp Pro,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/sharp-pro/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,sharp,Sharp,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/sharp/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,blackstorm,Blackstorm,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/blackstorm/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,snowstorm,Snowstorm,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/snowstorm/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,savvy-pro,Savvy Pro,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/savvy-pro/
mg,MG,old-generation-hector-plus-2023,Old Generation Hector Plus 2023,100-year-edition,100 Year Edition,https://www.carwale.com/mg-cars/old-generation-hector-plus-2023/100-year-edition/
mg,MG,gloster-2020-2022,Gloster 2020 2022,super,Super,https://www.carwale.com/mg-cars/gloster-2020-2022/super/
mg,MG,gloster-2020-2022,Gloster 2020 2022,smart,Smart,https://www.carwale.com/mg-cars/gloster-2020-2022/smart/
mg,MG,gloster-2020-2022,Gloster 2020 2022,sharp,Sharp,https://www.carwale.com/mg-cars/gloster-2020-2022/sharp/
mg,MG,gloster-2020-2022,Gloster 2020 2022,savvy,Savvy,https://www.carwale.com/mg-cars/gloster-2020-2022/savvy/
mg,MG,zs-ev-2020-2022,Zs Ev 2020 2022,excite,Excite,https://www.carwale.com/mg-cars/zs-ev-2020-2022/excite/
mg,MG,zs-ev-2020-2022,Zs Ev 2020 2022,exclusive,Exclusive,https://www.carwale.com/mg-cars/zs-ev-2020-2022/exclusive/
mg,MG,zs-ev-2020-2022,Zs Ev 2020 2022,range,Range,https://www.carwale.com/mg-cars/zs-ev-2020-2022/range/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax,Ax,https://www.carwale.com/mahindra-cars/xuv-7xo/ax/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax3,Ax3,https://www.carwale.com/mahindra-cars/xuv-7xo/ax3/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax5,Ax5,https://www.carwale.com/mahindra-cars/xuv-7xo/ax5/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax7,Ax7,https://www.carwale.com/mahindra-cars/xuv-7xo/ax7/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax7-t,Ax7 T,https://www.carwale.com/mahindra-cars/xuv-7xo/ax7-t/
mahindra,Mahindra,xuv-7xo,Xuv 7Xo,ax7-l,Ax7 L,https://www.carwale.com/mahindra-cars/xuv-7xo/ax7-l/
mahindra,Mahindra,scorpio-n,Scorpio N,z2,Z2,https://www.carwale.com/mahindra-cars/scorpio-n/z2/
mahindra,Mahindra,scorpio-n,Scorpio N,z4,Z4,https://www.carwale.com/mahindra-cars/scorpio-n/z4/
mahindra,Mahindra,scorpio-n,Scorpio N,z6,Z6,https://www.carwale.com/mahindra-cars/scorpio-n/z6/
mahindra,Mahindra,scorpio-n,Scorpio N,z8-s,Z8 S,https://www.carwale.com/mahindra-cars/scorpio-n/z8-s/
mahindra,Mahindra,scorpio-n,Scorpio N,z8,Z8,https://www.carwale.com/mahindra-cars/scorpio-n/z8/
mahindra,Mahindra,scorpio-n,Scorpio N,z8-t,Z8 T,https://www.carwale.com/mahindra-cars/scorpio-n/z8-t/
mahindra,Mahindra,scorpio-n,Scorpio N,z8-l,Z8 L,https://www.carwale.com/mahindra-cars/scorpio-n/z8-l/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,mx1,Mx1,https://www.carwale.com/mahindra-cars/xuv-3xo/mx1/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,revx-m,Revx M,https://www.carwale.com/mahindra-cars/xuv-3xo/revx-m/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,revx-m-o,Revx M O,https://www.carwale.com/mahindra-cars/xuv-3xo/revx-m-o/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,mx2-pro,Mx2 Pro,https://www.carwale.com/mahindra-cars/xuv-3xo/mx2-pro/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,mx3,Mx3,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,mx2,Mx2,https://www.carwale.com/mahindra-cars/xuv-3xo/mx2/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,mx3-pro,Mx3 Pro,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3-pro/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,ax5,Ax5,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,revx-a,Revx A,https://www.carwale.com/mahindra-cars/xuv-3xo/revx-a/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,ax5l,Ax5L,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5l/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,ax7,Ax7,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7/
mahindra,Mahindra,xuv-3xo,Xuv 3Xo,ax7l,Ax7L,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7l/
mahindra,Mahindra,thar-roxx,Thar Roxx,mx1,Mx1,https://www.carwale.com/mahindra-cars/thar-roxx/mx1/
mahindra,Mahindra,thar-roxx,Thar Roxx,mx3,Mx3,https://www.carwale.com/mahindra-cars/thar-roxx/mx3/
mahindra,Mahindra,thar-roxx,Thar Roxx,mx5,Mx5,https://www.carwale.com/mahindra-cars/thar-roxx/mx5/
mahindra,Mahindra,thar-roxx,Thar Roxx,ax3-l,Ax3 L,https://www.carwale.com/mahindra-cars/thar-roxx/ax3-l/
mahindra,Mahindra,thar-roxx,Thar Roxx,star-edition,Star Edition,https://www.carwale.com/mahindra-cars/thar-roxx/star-edition/
mahindra,Mahindra,thar-roxx,Thar Roxx,ax5-l,Ax5 L,https://www.carwale.com/mahindra-cars/thar-roxx/ax5-l/
mahindra,Mahindra,thar-roxx,Thar Roxx,ax7-l,Ax7 L,https://www.carwale.com/mahindra-cars/thar-roxx/ax7-l/
mahindra,Mahindra,thar,Thar,axt,Axt,https://www.carwale.com/mahindra-cars/thar/axt/
mahindra,Mahindra,thar,Thar,lxt,Lxt,https://www.carwale.com/mahindra-cars/thar/lxt/
mahindra,Mahindra,be-6,Be 6,pack-one,Pack One,https://www.carwale.com/mahindra-cars/be-6/pack-one/
mahindra,Mahindra,be-6,Be 6,pack-one-above,Pack One Above,https://www.carwale.com/mahindra-cars/be-6/pack-one-above/
mahindra,Mahindra,be-6,Be 6,pack-two,Pack Two,https://www.carwale.com/mahindra-cars/be-6/pack-two/
mahindra,Mahindra,be-6,Be 6,pack-three-select,Pack Three Select,https://www.carwale.com/mahindra-cars/be-6/pack-three-select/
mahindra,Mahindra,be-6,Be 6,pack-three,Pack Three,https://www.carwale.com/mahindra-cars/be-6/pack-three/
mahindra,Mahindra,be-6,Be 6,batman-edition,Batman Edition,https://www.carwale.com/mahindra-cars/be-6/batman-edition/
mahindra,Mahindra,be-6,Be 6,range,Range,https://www.carwale.com/mahindra-cars/be-6/range/
mahindra,Mahindra,scorpio,Scorpio,s,S,https://www.carwale.com/mahindra-cars/scorpio/s/
mahindra,Mahindra,scorpio,Scorpio,s11,S11,https://www.carwale.com/mahindra-cars/scorpio/s11/
mahindra,Mahindra,xev-9s,Xev 9S,pack-one-above,Pack One Above,https://www.carwale.com/mahindra-cars/xev-9s/pack-one-above/
mahindra,Mahindra,xev-9s,Xev 9S,pack-two-above,Pack Two Above,https://www.carwale.com/mahindra-cars/xev-9s/pack-two-above/
mahindra,Mahindra,xev-9s,Xev 9S,pack-three,Pack Three,https://www.carwale.com/mahindra-cars/xev-9s/pack-three/
mahindra,Mahindra,xev-9s,Xev 9S,pack-three-above,Pack Three Above,https://www.carwale.com/mahindra-cars/xev-9s/pack-three-above/
mahindra,Mahindra,xev-9e,Xev 9E,pack-one,Pack One,https://www.carwale.com/mahindra-cars/xev-9e/pack-one/
mahindra,Mahindra,xev-9e,Xev 9E,pack-two,Pack Two,https://www.carwale.com/mahindra-cars/xev-9e/pack-two/
mahindra,Mahindra,xev-9e,Xev 9E,pack-three,Pack Three,https://www.carwale.com/mahindra-cars/xev-9e/pack-three/
mahindra,Mahindra,xev-9e,Xev 9E,pack-three-select,Pack Three Select,https://www.carwale.com/mahindra-cars/xev-9e/pack-three-select/
mahindra,Mahindra,xev-9e,Xev 9E,cineluxe-edition,Cineluxe Edition,https://www.carwale.com/mahindra-cars/xev-9e/cineluxe-edition/
mahindra,Mahindra,xev-9e,Xev 9E,range,Range,https://www.carwale.com/mahindra-cars/xev-9e/range/
mahindra,Mahindra,bolero,Bolero,b4,B4,https://www.carwale.com/mahindra-cars/bolero/b4/
mahindra,Mahindra,bolero,Bolero,b6,B6,https://www.carwale.com/mahindra-cars/bolero/b6/
mahindra,Mahindra,bolero,Bolero,b6-o,B6 O,https://www.carwale.com/mahindra-cars/bolero/b6-o/
mahindra,Mahindra,bolero,Bolero,b8,B8,https://www.carwale.com/mahindra-cars/bolero/b8/
mahindra,Mahindra,bolero-neo,Bolero Neo,n4,N4,https://www.carwale.com/mahindra-cars/bolero-neo/n4/
mahindra,Mahindra,bolero-neo,Bolero Neo,n8,N8,https://www.carwale.com/mahindra-cars/bolero-neo/n8/
mahindra,Mahindra,bolero-neo,Bolero Neo,n10-r,N10 R,https://www.carwale.com/mahindra-cars/bolero-neo/n10-r/
mahindra,Mahindra,bolero-neo,Bolero Neo,n11,N11,https://www.carwale.com/mahindra-cars/bolero-neo/n11/
mahindra,Mahindra,bolero-neo,Bolero Neo,n10-o,N10 O,https://www.carwale.com/mahindra-cars/bolero-neo/n10-o/
mahindra,Mahindra,xuv-3xo-ev,Xuv 3Xo Ev,ax5,Ax5,https://www.carwale.com/mahindra-cars/xuv-3xo-ev/ax5/
mahindra,Mahindra,xuv-3xo-ev,Xuv 3Xo Ev,ax7-l,Ax7 L,https://www.carwale.com/mahindra-cars/xuv-3xo-ev/ax7-l/
mahindra,Mahindra,bolero-neo-plus,Bolero Neo Plus,p4,P4,https://www.carwale.com/mahindra-cars/bolero-neo-plus/p4/
mahindra,Mahindra,bolero-neo-plus,Bolero Neo Plus,p10,P10,https://www.carwale.com/mahindra-cars/bolero-neo-plus/p10/
mahindra,Mahindra,be-6-fe,Be 6 Fe,two,Two,https://www.carwale.com/mahindra-cars/be-6-fe/two/
mahindra,Mahindra,be-6-fe,Be 6 Fe,three,Three,https://www.carwale.com/mahindra-cars/be-6-fe/three/
mahindra,Mahindra,be-6-fe,Be 6 Fe,range,Range,https://www.carwale.com/mahindra-cars/be-6-fe/range/
mahindra,Mahindra,xuv400,Xuv400,ec-pro,Ec Pro,https://www.carwale.com/mahindra-cars/xuv400/ec-pro/
mahindra,Mahindra,xuv400,Xuv400,el-pro,El Pro,https://www.carwale.com/mahindra-cars/xuv400/el-pro/
mahindra,Mahindra,xuv400,Xuv400,range,Range,https://www.carwale.com/mahindra-cars/xuv400/range/
mahindra,Mahindra,marazzo,Marazzo,m2,M2,https://www.carwale.com/mahindra-cars/marazzo/m2/
mahindra,Mahindra,marazzo,Marazzo,m4-plus,M4 Plus,https://www.carwale.com/mahindra-cars/marazzo/m4-plus/
mahindra,Mahindra,marazzo,Marazzo,m6-plus,M6 Plus,https://www.carwale.com/mahindra-cars/marazzo/m6-plus/
mahindra,Mahindra,thar-2020,Thar 2020,ax,Ax,https://www.carwale.com/mahindra-cars/thar-2020/ax/
mahindra,Mahindra,thar-2020,Thar 2020,ax-o,Ax O,https://www.carwale.com/mahindra-cars/thar-2020/ax-o/
mahindra,Mahindra,thar-2020,Thar 2020,lx,Lx,https://www.carwale.com/mahindra-cars/thar-2020/lx/
mahindra,Mahindra,bolero-2022,Bolero 2022,b4,B4,https://www.carwale.com/mahindra-cars/bolero-2022/b4/
mahindra,Mahindra,bolero-2022,Bolero 2022,b6,B6,https://www.carwale.com/mahindra-cars/bolero-2022/b6/
mahindra,Mahindra,bolero-2022,Bolero 2022,b6-o,B6 O,https://www.carwale.com/mahindra-cars/bolero-2022/b6-o/
mahindra,Mahindra,bolero-neo-2022,Bolero Neo 2022,n4,N4,https://www.carwale.com/mahindra-cars/bolero-neo-2022/n4/
mahindra,Mahindra,bolero-neo-2022,Bolero Neo 2022,n8,N8,https://www.carwale.com/mahindra-cars/bolero-neo-2022/n8/
mahindra,Mahindra,bolero-neo-2022,Bolero Neo 2022,n10-o,N10 O,https://www.carwale.com/mahindra-cars/bolero-neo-2022/n10-o/
mahindra,Mahindra,bolero-neo-2022,Bolero Neo 2022,n10-r,N10 R,https://www.carwale.com/mahindra-cars/bolero-neo-2022/n10-r/
mahindra,Mahindra,xylo,Xylo,d2,D2,https://www.carwale.com/mahindra-cars/xylo/d2/
mahindra,Mahindra,xylo,Xylo,d4,D4,https://www.carwale.com/mahindra-cars/xylo/d4/
mahindra,Mahindra,xylo,Xylo,h8,H8,https://www.carwale.com/mahindra-cars/xylo/h8/
mahindra,Mahindra,xylo,Xylo,h4,H4,https://www.carwale.com/mahindra-cars/xylo/h4/
mahindra,Mahindra,xylo,Xylo,h9,H9,https://www.carwale.com/mahindra-cars/xylo/h9/
mahindra,Mahindra,xuv300-turbosport,Xuv300 Turbosport,w4,W4,https://www.carwale.com/mahindra-cars/xuv300-turbosport/w4/
mahindra,Mahindra,xuv300-turbosport,Xuv300 Turbosport,w6,W6,https://www.carwale.com/mahindra-cars/xuv300-turbosport/w6/
mahindra,Mahindra,xuv300-turbosport,Xuv300 Turbosport,w8,W8,https://www.carwale.com/mahindra-cars/xuv300-turbosport/w8/
mahindra,Mahindra,xuv300-turbosport,Xuv300 Turbosport,w8o,W8O,https://www.carwale.com/mahindra-cars/xuv300-turbosport/w8o/
mahindra,Mahindra,veritovibecs,Veritovibecs,d2,D2,https://www.carwale.com/mahindra-cars/veritovibecs/d2/
mahindra,Mahindra,veritovibecs,Veritovibecs,d4,D4,https://www.carwale.com/mahindra-cars/veritovibecs/d4/
mahindra,Mahindra,veritovibecs,Veritovibecs,d6,D6,https://www.carwale.com/mahindra-cars/veritovibecs/d6/
mahindra,Mahindra,quanto-2012-2016,Quanto 2012 2016,c2,C2,https://www.carwale.com/mahindra-cars/quanto-2012-2016/c2/
mahindra,Mahindra,quanto-2012-2016,Quanto 2012 2016,c4,C4,https://www.carwale.com/mahindra-cars/quanto-2012-2016/c4/
mahindra,Mahindra,quanto-2012-2016,Quanto 2012 2016,c6,C6,https://www.carwale.com/mahindra-cars/quanto-2012-2016/c6/
mahindra,Mahindra,quanto-2012-2016,Quanto 2012 2016,c8,C8,https://www.carwale.com/mahindra-cars/quanto-2012-2016/c8/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s3,S3,https://www.carwale.com/mahindra-cars/scorpio-2021/s3/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s5,S5,https://www.carwale.com/mahindra-cars/scorpio-2021/s5/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s8,S8,https://www.carwale.com/mahindra-cars/scorpio-2021/s8/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s9,S9,https://www.carwale.com/mahindra-cars/scorpio-2021/s9/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s3-plus,S3 Plus,https://www.carwale.com/mahindra-cars/scorpio-2021/s3-plus/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s10,S10,https://www.carwale.com/mahindra-cars/scorpio-2021/s10/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s11,S11,https://www.carwale.com/mahindra-cars/scorpio-2021/s11/
mahindra,Mahindra,scorpio-2021,Scorpio 2021,s7,S7,https://www.carwale.com/mahindra-cars/scorpio-2021/s7/
mahindra,Mahindra,voyager,Voyager,std,Std,https://www.carwale.com/mahindra-cars/voyager/std/
mahindra,Mahindra,voyager,Voyager,ac,Ac,https://www.carwale.com/mahindra-cars/voyager/ac/
mahindra,Mahindra,xuv500,Xuv500,w3,W3,https://www.carwale.com/mahindra-cars/xuv500/w3/
mahindra,Mahindra,xuv500,Xuv500,w5,W5,https://www.carwale.com/mahindra-cars/xuv500/w5/
mahindra,Mahindra,xuv500,Xuv500,w7,W7,https://www.carwale.com/mahindra-cars/xuv500/w7/
mahindra,Mahindra,xuv500,Xuv500,w9,W9,https://www.carwale.com/mahindra-cars/xuv500/w9/
mahindra,Mahindra,xuv500,Xuv500,g,G,https://www.carwale.com/mahindra-cars/xuv500/g/
mahindra,Mahindra,xuv500,Xuv500,w11,W11,https://www.carwale.com/mahindra-cars/xuv500/w11/
mahindra,Mahindra,xuv500,Xuv500,w11o,W11O,https://www.carwale.com/mahindra-cars/xuv500/w11o/
mahindra,Mahindra,xuv500,Xuv500,w11-o,W11 O,https://www.carwale.com/mahindra-cars/xuv500/w11-o/
mahindra,Mahindra,armada,Armada,grand,Grand,https://www.carwale.com/mahindra-cars/armada/grand/
mahindra,Mahindra,armada,Armada,std,Std,https://www.carwale.com/mahindra-cars/armada/std/
mahindra,Mahindra,armada,Armada,ac,Ac,https://www.carwale.com/mahindra-cars/armada/ac/
mahindra,Mahindra,jeep,Jeep,commander,Commander,https://www.carwale.com/mahindra-cars/jeep/commander/
mahindra,Mahindra,jeep,Jeep,classic,Classic,https://www.carwale.com/mahindra-cars/jeep/classic/
mahindra,Mahindra,jeep,Jeep,cj-340,Cj 340,https://www.carwale.com/mahindra-cars/jeep/cj-340/
mahindra,Mahindra,jeep,Jeep,cj-500-di,Cj 500 Di,https://www.carwale.com/mahindra-cars/jeep/cj-500-di/
mahindra,Mahindra,jeep,Jeep,cl-500-mdi,Cl 500 Mdi,https://www.carwale.com/mahindra-cars/jeep/cl-500-mdi/
mahindra,Mahindra,jeep,Jeep,cj-500-d,Cj 500 D,https://www.carwale.com/mahindra-cars/jeep/cj-500-d/
mahindra,Mahindra,jeep,Jeep,cl-550-mdi,Cl 550 Mdi,https://www.carwale.com/mahindra-cars/jeep/cl-550-mdi/
mahindra,Mahindra,jeep,Jeep,mm-540,Mm 540,https://www.carwale.com/mahindra-cars/jeep/mm-540/
mahindra,Mahindra,jeep,Jeep,mm-550-xdb,Mm 550 Xdb,https://www.carwale.com/mahindra-cars/jeep/mm-550-xdb/
mahindra,Mahindra,jeep,Jeep,mm-550-dp,Mm 550 Dp,https://www.carwale.com/mahindra-cars/jeep/mm-550-dp/
mahindra,Mahindra,jeep,Jeep,mm-isz,Mm Isz,https://www.carwale.com/mahindra-cars/jeep/mm-isz/
mahindra,Mahindra,jeep,Jeep,mm-775-xdb,Mm 775 Xdb,https://www.carwale.com/mahindra-cars/jeep/mm-775-xdb/
mahindra,Mahindra,marshal,Marshal,std,Std,https://www.carwale.com/mahindra-cars/marshal/std/
mahindra,Mahindra,marshal,Marshal,di,Di,https://www.carwale.com/mahindra-cars/marshal/di/
