brand_slug,brand_name,model_slug,model_name,variant_slug,variant_name,variant_url
honda,Honda,mobilio,Mobilio,v-petrol,V Petrol,https://www.carwale.com/honda-cars/mobilio/v-petrol/
honda,Honda,mobilio,Mobilio,v-o-petrol,V O Petrol,https://www.carwale.com/honda-cars/mobilio/v-o-petrol/
honda,Honda,mobilio,Mobilio,v-diesel,V Diesel,https://www.carwale.com/honda-cars/mobilio/v-diesel/
honda,Honda,mobilio,Mobilio,v-o-diesel,V O Diesel,https://www.carwale.com/honda-cars/mobilio/v-o-diesel/
honda,Honda,mobilio,Mobilio,rs-diesel,Rs Diesel,https://www.carwale.com/honda-cars/mobilio/rs-diesel/
honda,Honda,mobilio,Mobilio,rso-diesel,Rso Diesel,https://www.carwale.com/honda-cars/mobilio/rso-diesel/
honda,Honda,br-v,Br V,e-petrol,E Petrol,https://www.carwale.com/honda-cars/br-v/e-petrol/
honda,Honda,br-v,Br V,e-diesel,E Diesel,https://www.carwale.com/honda-cars/br-v/e-diesel/
honda,Honda,br-v,Br V,s-petrol-style-edition,S Petrol Style Edition,https://www.carwale.com/honda-cars/br-v/s-petrol-style-edition/
honda,Honda,br-v,Br V,s-petrol,S Petrol,https://www.carwale.com/honda-cars/br-v/s-petrol/
honda,Honda,br-v,Br V,v-petrol-style-edition,V Petrol Style Edition,https://www.carwale.com/honda-cars/br-v/v-petrol-style-edition/
honda,Honda,br-v,Br V,v-petrol,V Petrol,https://www.carwale.com/honda-cars/br-v/v-petrol/
honda,Honda,br-v,Br V,s-diesel-style-edition,S Diesel Style Edition,https://www.carwale.com/honda-cars/br-v/s-diesel-style-edition/
honda,Honda,br-v,Br V,s-diesel,S Diesel,https://www.carwale.com/honda-cars/br-v/s-diesel/
honda,Honda,br-v,Br V,vx-petrol-2016-2017,Vx Petrol 2016 2017,https://www.carwale.com/honda-cars/br-v/vx-petrol-2016-2017/
honda,Honda,br-v,Br V,vx-petrol-style-edition,Vx Petrol Style Edition,https://www.carwale.com/honda-cars/br-v/vx-petrol-style-edition/
honda,Honda,br-v,Br V,v-diesel-style-edition,V Diesel Style Edition,https://www.carwale.com/honda-cars/br-v/v-diesel-style-edition/
honda,Honda,br-v,Br V,vx-petrol,Vx Petrol,https://www.carwale.com/honda-cars/br-v/vx-petrol/
honda,Honda,br-v,Br V,v-diesel,V Diesel,https://www.carwale.com/honda-cars/br-v/v-diesel/
honda,Honda,br-v,Br V,v-cvt-petrol-style-edition,V Cvt Petrol Style Edition,https://www.carwale.com/honda-cars/br-v/v-cvt-petrol-style-edition/
honda,Honda,br-v,Br V,v-cvt-petrol,V Cvt Petrol,https://www.carwale.com/honda-cars/br-v/v-cvt-petrol/
honda,Honda,br-v,Br V,vx-diesel-2016-2017,Vx Diesel 2016 2017,https://www.carwale.com/honda-cars/br-v/vx-diesel-2016-2017/
honda,Honda,br-v,Br V,vx-diesel-style-edition,Vx Diesel Style Edition,https://www.carwale.com/honda-cars/br-v/vx-diesel-style-edition/
honda,Honda,br-v,Br V,vx-diesel,Vx Diesel,https://www.carwale.com/honda-cars/br-v/vx-diesel/
hyundai,Hyundai,creta,Creta,e,E,https://www.carwale.com/hyundai-cars/creta/e/
hyundai,Hyundai,creta,Creta,ex,Ex,https://www.carwale.com/hyundai-cars/creta/ex/
hyundai,Hyundai,creta,Creta,ex-o,Ex O,https://www.carwale.com/hyundai-cars/creta/ex-o/
hyundai,Hyundai,creta,Creta,s-o,S O,https://www.carwale.com/hyundai-cars/creta/s-o/
hyundai,Hyundai,creta,Creta,s-o-knight,S O Knight,https://www.carwale.com/hyundai-cars/creta/s-o-knight/
hyundai,Hyundai,creta,Creta,sx,Sx,https://www.carwale.com/hyundai-cars/creta/sx/
hyundai,Hyundai,creta,Creta,sx-premium,Sx Premium,https://www.carwale.com/hyundai-cars/creta/sx-premium/
hyundai,Hyundai,creta,Creta,king-edition,King Edition,https://www.carwale.com/hyundai-cars/creta/king-edition/
hyundai,Hyundai,creta,Creta,king-knight-edition,King Knight Edition,https://www.carwale.com/hyundai-cars/creta/king-knight-edition/
hyundai,Hyundai,venue,Venue,hx-2,Hx 2,https://www.carwale.com/hyundai-cars/venue/hx-2/
hyundai,Hyundai,venue,Venue,hx-4,Hx 4,https://www.carwale.com/hyundai-cars/venue/hx-4/
hyundai,Hyundai,venue,Venue,hx-5,Hx 5,https://www.carwale.com/hyundai-cars/venue/hx-5/
hyundai,Hyundai,venue,Venue,hx-5-plus,Hx 5 Plus,https://www.carwale.com/hyundai-cars/venue/hx-5-plus/
hyundai,Hyundai,venue,Venue,hx-6,Hx 6,https://www.carwale.com/hyundai-cars/venue/hx-6/
hyundai,Hyundai,venue,Venue,hx-6t,Hx 6T,https://www.carwale.com/hyundai-cars/venue/hx-6t/
hyundai,Hyundai,venue,Venue,hx-7,Hx 7,https://www.carwale.com/hyundai-cars/venue/hx-7/
hyundai,Hyundai,venue,Venue,hx-8,Hx 8,https://www.carwale.com/hyundai-cars/venue/hx-8/
hyundai,Hyundai,venue,Venue,hx-10,Hx 10,https://www.carwale.com/hyundai-cars/venue/hx-10/
hyundai,Hyundai,exter,Exter,hx-2,Hx 2,https://www.carwale.com/hyundai-cars/exter/hx-2/
hyundai,Hyundai,exter,Exter,hx-3,Hx 3,https://www.carwale.com/hyundai-cars/exter/hx-3/
hyundai,Hyundai,exter,Exter,hx-4,Hx 4,https://www.carwale.com/hyundai-cars/exter/hx-4/
hyundai,Hyundai,exter,Exter,hx-4-plus,Hx 4 Plus,https://www.carwale.com/hyundai-cars/exter/hx-4-plus/
hyundai,Hyundai,exter,Exter,hx-6,Hx 6,https://www.carwale.com/hyundai-cars/exter/hx-6/
hyundai,Hyundai,exter,Exter,hx-8,Hx 8,https://www.carwale.com/hyundai-cars/exter/hx-8/
hyundai,Hyundai,exter,Exter,hx-10,Hx 10,https://www.carwale.com/hyundai-cars/exter/hx-10/
hyundai,Hyundai,i20,I20,era,Era,https://www.carwale.com/hyundai-cars/i20/era/
hyundai,Hyundai,i20,I20,magna-executive,Magna Executive,https://www.carwale.com/hyundai-cars/i20/magna-executive/
hyundai,Hyundai,i20,I20,magna,Magna,https://www.carwale.com/hyundai-cars/i20/magna/
hyundai,Hyundai,i20,I20,sportz,Sportz,https://www.carwale.com/hyundai-cars/i20/sportz/
hyundai,Hyundai,i20,I20,sportz-o,Sportz O,https://www.carwale.com/hyundai-cars/i20/sportz-o/
hyundai,Hyundai,i20,I20,sportz-o-knight-edition,Sportz O Knight Edition,https://www.carwale.com/hyundai-cars/i20/sportz-o-knight-edition/
hyundai,Hyundai,i20,I20,asta,Asta,https://www.carwale.com/hyundai-cars/i20/asta/
hyundai,Hyundai,i20,I20,asta-o,Asta O,https://www.carwale.com/hyundai-cars/i20/asta-o/
hyundai,Hyundai,i20,I20,asta-o-knight-edition,Asta O Knight Edition,https://www.carwale.com/hyundai-cars/i20/asta-o-knight-edition/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,era,Era,https://www.carwale.com/hyundai-cars/grand-i10-nios/era/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,magna,Magna,https://www.carwale.com/hyundai-cars/grand-i10-nios/magna/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,corporate,Corporate,https://www.carwale.com/hyundai-cars/grand-i10-nios/corporate/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,sportz,Sportz,https://www.carwale.com/hyundai-cars/grand-i10-nios/sportz/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,sportz-vibe,Sportz Vibe,https://www.carwale.com/hyundai-cars/grand-i10-nios/sportz-vibe/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,sportz-o,Sportz O,https://www.carwale.com/hyundai-cars/grand-i10-nios/sportz-o/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,sportz-o-vibe,Sportz O Vibe,https://www.carwale.com/hyundai-cars/grand-i10-nios/sportz-o-vibe/
hyundai,Hyundai,grand-i10-nios,Grand I10 Nios,asta,Asta,https://www.carwale.com/hyundai-cars/grand-i10-nios/asta/
hyundai,Hyundai,verna,Verna,hx-2,Hx 2,https://www.carwale.com/hyundai-cars/verna/hx-2/
hyundai,Hyundai,verna,Verna,hx-4,Hx 4,https://www.carwale.com/hyundai-cars/verna/hx-4/
hyundai,Hyundai,verna,Verna,hx-6,Hx 6,https://www.carwale.com/hyundai-cars/verna/hx-6/
hyundai,Hyundai,verna,Verna,hx-6-plus,Hx 6 Plus,https://www.carwale.com/hyundai-cars/verna/hx-6-plus/
hyundai,Hyundai,verna,Verna,hx-8,Hx 8,https://www.carwale.com/hyundai-cars/verna/hx-8/
hyundai,Hyundai,verna,Verna,hx-10,Hx 10,https://www.carwale.com/hyundai-cars/verna/hx-10/
hyundai,Hyundai,aura,Aura,e,E,https://www.carwale.com/hyundai-cars/aura/e/
hyundai,Hyundai,aura,Aura,s,S,https://www.carwale.com/hyundai-cars/aura/s/
hyundai,Hyundai,aura,Aura,corporate,Corporate,https://www.carwale.com/hyundai-cars/aura/corporate/
hyundai,Hyundai,aura,Aura,sx,Sx,https://www.carwale.com/hyundai-cars/aura/sx/
hyundai,Hyundai,aura,Aura,sx-plus,Sx Plus,https://www.carwale.com/hyundai-cars/aura/sx-plus/
hyundai,Hyundai,aura,Aura,sx-o,Sx O,https://www.carwale.com/hyundai-cars/aura/sx-o/
hyundai,Hyundai,alcazar,Alcazar,executive,Executive,https://www.carwale.com/hyundai-cars/alcazar/executive/
hyundai,Hyundai,alcazar,Alcazar,prestige,Prestige,https://www.carwale.com/hyundai-cars/alcazar/prestige/
hyundai,Hyundai,alcazar,Alcazar,corporate,Corporate,https://www.carwale.com/hyundai-cars/alcazar/corporate/
hyundai,Hyundai,alcazar,Alcazar,platinum,Platinum,https://www.carwale.com/hyundai-cars/alcazar/platinum/
hyundai,Hyundai,alcazar,Alcazar,signature,Signature,https://www.carwale.com/hyundai-cars/alcazar/signature/
hyundai,Hyundai,alcazar,Alcazar,signature-knight,Signature Knight,https://www.carwale.com/hyundai-cars/alcazar/signature-knight/
hyundai,Hyundai,venue-n-line,Venue N Line,n6,N6,https://www.carwale.com/hyundai-cars/venue-n-line/n6/
hyundai,Hyundai,venue-n-line,Venue N Line,n10,N10,https://www.carwale.com/hyundai-cars/venue-n-line/n10/
hyundai,Hyundai,creta-electric,Creta Electric,executive,Executive,https://www.carwale.com/hyundai-cars/creta-electric/executive/
hyundai,Hyundai,creta-electric,Creta Electric,executive-tech,Executive Tech,https://www.carwale.com/hyundai-cars/creta-electric/executive-tech/
hyundai,Hyundai,creta-electric,Creta Electric,premium,Premium,https://www.carwale.com/hyundai-cars/creta-electric/premium/
hyundai,Hyundai,creta-electric,Creta Electric,executive-o-lr,Executive O Lr,https://www.carwale.com/hyundai-cars/creta-electric/executive-o-lr/
hyundai,Hyundai,creta-electric,Creta Electric,excellence,Excellence,https://www.carwale.com/hyundai-cars/creta-electric/excellence/
hyundai,Hyundai,creta-electric,Creta Electric,excellence-knight-edition,Excellence Knight Edition,https://www.carwale.com/hyundai-cars/creta-electric/excellence-knight-edition/
hyundai,Hyundai,creta-electric,Creta Electric,smart-o-lr,Smart O Lr,https://www.carwale.com/hyundai-cars/creta-electric/smart-o-lr/
hyundai,Hyundai,creta-electric,Creta Electric,excellence-lr,Excellence Lr,https://www.carwale.com/hyundai-cars/creta-electric/excellence-lr/
hyundai,Hyundai,creta-electric,Creta Electric,excellence-lr-knight-edition,Excellence Lr Knight Edition,https://www.carwale.com/hyundai-cars/creta-electric/excellence-lr-knight-edition/
hyundai,Hyundai,creta-electric,Creta Electric,range,Range,https://www.carwale.com/hyundai-cars/creta-electric/range/
hyundai,Hyundai,i20-n-line,I20 N Line,n6,N6,https://www.carwale.com/hyundai-cars/i20-n-line/n6/
hyundai,Hyundai,i20-n-line,I20 N Line,n8,N8,https://www.carwale.com/hyundai-cars/i20-n-line/n8/
hyundai,Hyundai,creta-n-line,Creta N Line,n10,N10,https://www.carwale.com/hyundai-cars/creta-n-line/n10/
hyundai,Hyundai,ioniq-5,Ioniq 5,rwd,Rwd,https://www.carwale.com/hyundai-cars/ioniq-5/rwd/
hyundai,Hyundai,ioniq-9,Ioniq 9,range,Range,https://www.carwale.com/hyundai-cars/ioniq-9/range/
hyundai,Hyundai,venue-2023,Venue 2023,e,E,https://www.carwale.com/hyundai-cars/venue-2023/e/
hyundai,Hyundai,venue-2023,Venue 2023,e-plus,E Plus,https://www.carwale.com/hyundai-cars/venue-2023/e-plus/
hyundai,Hyundai,venue-2023,Venue 2023,sx,Sx,https://www.carwale.com/hyundai-cars/venue-2023/sx/
hyundai,Hyundai,venue-2023,Venue 2023,s-plus,S Plus,https://www.carwale.com/hyundai-cars/venue-2023/s-plus/
hyundai,Hyundai,venue-2023,Venue 2023,s-o,S O,https://www.carwale.com/hyundai-cars/venue-2023/s-o/
hyundai,Hyundai,venue-2023,Venue 2023,s-o-plus,S O Plus,https://www.carwale.com/hyundai-cars/venue-2023/s-o-plus/
hyundai,Hyundai,venue-2023,Venue 2023,executive,Executive,https://www.carwale.com/hyundai-cars/venue-2023/executive/
hyundai,Hyundai,venue-2023,Venue 2023,s-o-knight,S O Knight,https://www.carwale.com/hyundai-cars/venue-2023/s-o-knight/
hyundai,Hyundai,venue-2023,Venue 2023,sx-executive,Sx Executive,https://www.carwale.com/hyundai-cars/venue-2023/sx-executive/
hyundai,Hyundai,venue-2023,Venue 2023,s,S,https://www.carwale.com/hyundai-cars/venue-2023/s/
hyundai,Hyundai,venue-2023,Venue 2023,s-o-plus-adventure,S O Plus Adventure,https://www.carwale.com/hyundai-cars/venue-2023/s-o-plus-adventure/
hyundai,Hyundai,venue-2023,Venue 2023,sx-adventure,Sx Adventure,https://www.carwale.com/hyundai-cars/venue-2023/sx-adventure/
hyundai,Hyundai,venue-2023,Venue 2023,sx-knight,Sx Knight,https://www.carwale.com/hyundai-cars/venue-2023/sx-knight/
hyundai,Hyundai,venue-2023,Venue 2023,sx-o,Sx O,https://www.carwale.com/hyundai-cars/venue-2023/sx-o/
hyundai,Hyundai,venue-2023,Venue 2023,sx-o-knight,Sx O Knight,https://www.carwale.com/hyundai-cars/venue-2023/sx-o-knight/
hyundai,Hyundai,venue-2023,Venue 2023,sx-o-adventure,Sx O Adventure,https://www.carwale.com/hyundai-cars/venue-2023/sx-o-adventure/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,ex,Ex,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/ex/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,ex-o,Ex O,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/ex-o/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-smart,S Smart,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-smart/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s,S,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-plus,S Plus,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-plus/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-smart,Sx Smart,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-smart/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx,Sx,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-o,S O,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-o/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-tech,Sx Tech,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-tech/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-executive,S Executive,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-executive/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-knight-edition,Sx Knight Edition,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-knight-edition/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-plus-executive,S Plus Executive,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-plus-executive/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-o,Sx O,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-o/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,s-plus-smart,S Plus Smart,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/s-plus-smart/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-o-connect,Sx O Connect,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-o-connect/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,executive,Executive,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/executive/
hyundai,Hyundai,old-generation-exter-2023,Old Generation Exter 2023,sx-o-connect-knight-edition,Sx O Connect Knight Edition,https://www.carwale.com/hyundai-cars/old-generation-exter-2023/sx-o-connect-knight-edition/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,ex,Ex,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/ex/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,s,S,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/s/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,sx,Sx,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/sx/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,sx-plus,Sx Plus,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/sx-plus/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,sx-o,Sx O,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/sx-o/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,sx-turbo,Sx Turbo,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/sx-turbo/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,s-o-turbo,S O Turbo,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/s-o-turbo/
hyundai,Hyundai,old-generation-verna-2023,Old Generation Verna 2023,sx-o-turbo,Sx O Turbo,https://www.carwale.com/hyundai-cars/old-generation-verna-2023/sx-o-turbo/
hyundai,Hyundai,venue-n-line-2023,Venue N Line 2023,n6,N6,https://www.carwale.com/hyundai-cars/venue-n-line-2023/n6/
hyundai,Hyundai,venue-n-line-2023,Venue N Line 2023,n8,N8,https://www.carwale.com/hyundai-cars/venue-n-line-2023/n8/
hyundai,Hyundai,tucson,Tucson,platinum,Platinum,https://www.carwale.com/hyundai-cars/tucson/platinum/
hyundai,Hyundai,tucson,Tucson,signature,Signature,https://www.carwale.com/hyundai-cars/tucson/signature/
hyundai,Hyundai,old-generation-ioniq-5-2023,Old Generation Ioniq 5 2023,rwd,Rwd,https://www.carwale.com/hyundai-cars/old-generation-ioniq-5-2023/rwd/
hyundai,Hyundai,old-generation-ioniq-5-2023,Old Generation Ioniq 5 2023,range,Range,https://www.carwale.com/hyundai-cars/old-generation-ioniq-5-2023/range/
hyundai,Hyundai,accent,Accent,executive,Executive,https://www.carwale.com/hyundai-cars/accent/executive/
hyundai,Hyundai,elantra,Elantra,s,S,https://www.carwale.com/hyundai-cars/elantra/s/
hyundai,Hyundai,elantra,Elantra,sx,Sx,https://www.carwale.com/hyundai-cars/elantra/sx/
hyundai,Hyundai,elantra,Elantra,sx-o,Sx O,https://www.carwale.com/hyundai-cars/elantra/sx-o/
hyundai,Hyundai,getzprime20072010,Getzprime20072010,gle,Gle,https://www.carwale.com/hyundai-cars/getzprime20072010/gle/
hyundai,Hyundai,getzprime20072010,Getzprime20072010,gvs,Gvs,https://www.carwale.com/hyundai-cars/getzprime20072010/gvs/
hyundai,Hyundai,getzprime20072010,Getzprime20072010,gls,Gls,https://www.carwale.com/hyundai-cars/getzprime20072010/gls/
hyundai,Hyundai,getzprime20072010,Getzprime20072010,glx,Glx,https://www.carwale.com/hyundai-cars/getzprime20072010/glx/
hyundai,Hyundai,santro,Santro,dlite,Dlite,https://www.carwale.com/hyundai-cars/santro/dlite/
hyundai,Hyundai,santro,Santro,era,Era,https://www.carwale.com/hyundai-cars/santro/era/
hyundai,Hyundai,santro,Santro,era-executive,Era Executive,https://www.carwale.com/hyundai-cars/santro/era-executive/
hyundai,Hyundai,santro,Santro,magna,Magna,https://www.carwale.com/hyundai-cars/santro/magna/
hyundai,Hyundai,santro,Santro,sportz,Sportz,https://www.carwale.com/hyundai-cars/santro/sportz/
hyundai,Hyundai,santro,Santro,sportz-se,Sportz Se,https://www.carwale.com/hyundai-cars/santro/sportz-se/
hyundai,Hyundai,santro,Santro,magna-corporate,Magna Corporate,https://www.carwale.com/hyundai-cars/santro/magna-corporate/
hyundai,Hyundai,santro,Santro,asta,Asta,https://www.carwale.com/hyundai-cars/santro/asta/
hyundai,Hyundai,sonata,Sonata,gdi,Gdi,https://www.carwale.com/hyundai-cars/sonata/gdi/
hyundai,Hyundai,terracan20032006,Terracan20032006,crdi,Crdi,https://www.carwale.com/hyundai-cars/terracan20032006/crdi/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,d-lite,D Lite,https://www.carwale.com/hyundai-cars/i10-2010-2017/d-lite/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,era,Era,https://www.carwale.com/hyundai-cars/i10-2010-2017/era/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,magna,Magna,https://www.carwale.com/hyundai-cars/i10-2010-2017/magna/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,sportz,Sportz,https://www.carwale.com/hyundai-cars/i10-2010-2017/sportz/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,sportz-o,Sportz O,https://www.carwale.com/hyundai-cars/i10-2010-2017/sportz-o/
hyundai,Hyundai,i10-2010-2017,I10 2010 2017,asta,Asta,https://www.carwale.com/hyundai-cars/i10-2010-2017/asta/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,era,Era,https://www.carwale.com/hyundai-cars/i20-2012-2014/era/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,magna,Magna,https://www.carwale.com/hyundai-cars/i20-2012-2014/magna/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,magna-o,Magna O,https://www.carwale.com/hyundai-cars/i20-2012-2014/magna-o/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,sportz,Sportz,https://www.carwale.com/hyundai-cars/i20-2012-2014/sportz/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,asta,Asta,https://www.carwale.com/hyundai-cars/i20-2012-2014/asta/
hyundai,Hyundai,i20-2012-2014,I20 2012 2014,asta-o,Asta O,https://www.carwale.com/hyundai-cars/i20-2012-2014/asta-o/
hyundai,Hyundai,santa-fe-2014-2017,Santa Fe 2014 2017,22,22,https://www.carwale.com/hyundai-cars/santa-fe-2014-2017/22/
hyundai,Hyundai,eon,Eon,d-lite-o,D Lite O,https://www.carwale.com/hyundai-cars/eon/d-lite-o/
hyundai,Hyundai,eon,Eon,era,Era,https://www.carwale.com/hyundai-cars/eon/era/
hyundai,Hyundai,eon,Eon,d-lite,D Lite,https://www.carwale.com/hyundai-cars/eon/d-lite/
hyundai,Hyundai,eon,Eon,magna,Magna,https://www.carwale.com/hyundai-cars/eon/magna/
hyundai,Hyundai,eon,Eon,d-lite-plus,D Lite Plus,https://www.carwale.com/hyundai-cars/eon/d-lite-plus/
hyundai,Hyundai,eon,Eon,magna-o,Magna O,https://www.carwale.com/hyundai-cars/eon/magna-o/
hyundai,Hyundai,eon,Eon,era-plus,Era Plus,https://www.carwale.com/hyundai-cars/eon/era-plus/
hyundai,Hyundai,eon,Eon,era-plus-se,Era Plus Se,https://www.carwale.com/hyundai-cars/eon/era-plus-se/
hyundai,Hyundai,eon,Eon,magna-plus,Magna Plus,https://www.carwale.com/hyundai-cars/eon/magna-plus/
hyundai,Hyundai,eon,Eon,magna-plus-se,Magna Plus Se,https://www.carwale.com/hyundai-cars/eon/magna-plus-se/
hyundai,Hyundai,eon,Eon,magna-plus-o,Magna Plus O,https://www.carwale.com/hyundai-cars/eon/magna-plus-o/
hyundai,Hyundai,eon,Eon,sportz,Sportz,https://www.carwale.com/hyundai-cars/eon/sportz/
hyundai,Hyundai,grand-i10,Grand I10,era,Era,https://www.carwale.com/hyundai-cars/grand-i10/era/
hyundai,Hyundai,grand-i10,Grand I10,magna,Magna,https://www.carwale.com/hyundai-cars/grand-i10/magna/
hyundai,Hyundai,grand-i10,Grand I10,sportz-o,Sportz O,https://www.carwale.com/hyundai-cars/grand-i10/sportz-o/
hyundai,Hyundai,grand-i10,Grand I10,sportz,Sportz,https://www.carwale.com/hyundai-cars/grand-i10/sportz/
hyundai,Hyundai,grand-i10,Grand I10,asta,Asta,https://www.carwale.com/hyundai-cars/grand-i10/asta/
hyundai,Hyundai,xcent,Xcent,e,E,https://www.carwale.com/hyundai-cars/xcent/e/
hyundai,Hyundai,xcent,Xcent,e-plus,E Plus,https://www.carwale.com/hyundai-cars/xcent/e-plus/
hyundai,Hyundai,xcent,Xcent,s,S,https://www.carwale.com/hyundai-cars/xcent/s/
hyundai,Hyundai,xcent,Xcent,sx,Sx,https://www.carwale.com/hyundai-cars/xcent/sx/
hyundai,Hyundai,xcent,Xcent,sx-o,Sx O,https://www.carwale.com/hyundai-cars/xcent/sx-o/
hyundai,Hyundai,i20-2020-2023,I20 2020 2023,magna,Magna,https://www.carwale.com/hyundai-cars/i20-2020-2023/magna/
hyundai,Hyundai,i20-2020-2023,I20 2020 2023,sportz,Sportz,https://www.carwale.com/hyundai-cars/i20-2020-2023/sportz/
hyundai,Hyundai,i20-2020-2023,I20 2020 2023,asta,Asta,https://www.carwale.com/hyundai-cars/i20-2020-2023/asta/
hyundai,Hyundai,i20-2020-2023,I20 2020 2023,asta-o,Asta O,https://www.carwale.com/hyundai-cars/i20-2020-2023/asta-o/
hyundai,Hyundai,i20-active,I20 Active,base,Base,https://www.carwale.com/hyundai-cars/i20-active/base/
hyundai,Hyundai,i20-active,I20 Active,s,S,https://www.carwale.com/hyundai-cars/i20-active/s/
hyundai,Hyundai,i20-active,I20 Active,sx,Sx,https://www.carwale.com/hyundai-cars/i20-active/sx/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,e,E,https://www.carwale.com/hyundai-cars/creta-2023-2024/e/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,ex,Ex,https://www.carwale.com/hyundai-cars/creta-2023-2024/ex/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,s,S,https://www.carwale.com/hyundai-cars/creta-2023-2024/s/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,s-plus-knight,S Plus Knight,https://www.carwale.com/hyundai-cars/creta-2023-2024/s-plus-knight/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,sx-executive,Sx Executive,https://www.carwale.com/hyundai-cars/creta-2023-2024/sx-executive/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,sx,Sx,https://www.carwale.com/hyundai-cars/creta-2023-2024/sx/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,sx-adventure,Sx Adventure,https://www.carwale.com/hyundai-cars/creta-2023-2024/sx-adventure/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,s-plus,S Plus,https://www.carwale.com/hyundai-cars/creta-2023-2024/s-plus/
hyundai,Hyundai,creta-2023-2024,Creta 2023 2024,sx-o,Sx O,https://www.carwale.com/hyundai-cars/creta-2023-2024/sx-o/
