brand_name,model_name,variant_name,variant_slug,variant_url,price,fuel_type,transmission,engine,mileage,power,torque,seating_capacity,airbags,body_type,source_url,scraped_at
Land Rover,Range Rover,SV Ranthambore Edition,sv-ranthambore-edition,https://www.carwale.com/land-rover-cars/range-rover/sv-ranthambore-edition/,Rs. 4.65 Crore,Petrol,Automatic,2998 cc,,394 bhp,550 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover/sv-ranthambore-edition/,2026-06-19 10:52:05
Land Rover,Range Rover Sport,Autobiography Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,autobiography-mild-hybrid-electric-petrol-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/autobiography-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,Rs. 1.60 Crore,Electric,Automatic,2997 cc,,394 bhp,550 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/autobiography-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,2026-06-19 10:52:06
Land Rover,Range Rover Sport,HSE Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic,hse-mild-hybrid-electric-diesel-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybrid-electric-plus-diesel-30l-turbo-automatic/,Rs. 1.40 Crore,Electric,Automatic,2997 cc,,346 bhp,700 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybrid-electric-plus-diesel-30l-turbo-automatic/,2026-06-19 10:52:07
Land Rover,Range Rover Sport,HSE Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,hse-mild-hybrid-electric-petrol-3-0l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,Rs. 1.40 Crore,Electric,Automatic,2997 cc,,394 bhp,550 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,2026-06-19 10:52:07
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic,sv-mild-hybrid-electric-petrol-4-4l-turbo-automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic/,Rs. 2.05 Crore,Electric,Automatic,4395 cc,,626 bhp,750 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic/,2026-06-19 10:52:08
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic Black,sv-mild-hybrid-electric-petrol-4-4l-turbo-automatic-black,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic-black/,Rs. 2.20 Crore,Electric,Automatic,4395 cc,,626 bhp,750 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic-black/,2026-06-19 10:52:08
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic Carbon,sv-mild-hybrid-electric-petrol-4-4l-turbo-automatic-carbon,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic-carbon/,Rs. 2.35 Crore,Electric,Automatic,4395 cc,,626 bhp,750 Nm,5,6,SUV,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-plus-petrol-44l-turbo-automatic-carbon/,2026-06-19 10:52:10
Land Rover,Range Rover Evoque,Autobiography Diesel,autobiography-diesel,https://www.carwale.com/land-rover-cars/range-rover-evoque/autobiography-diesel/,Rs. 64.86 Lakh,Electric,Automatic,1998 cc,,201 bhp,430 Nm,5,7,SUV,https://www.carwale.com/land-rover-cars/range-rover-evoque/autobiography-diesel/,2026-06-19 10:52:11
Land Rover,Range Rover Evoque,Autobiography Petrol,autobiography-petrol,https://www.carwale.com/land-rover-cars/range-rover-evoque/autobiography-petrol/,Rs. 64.86 Lakh,Electric,Automatic,1997 cc,,247 bhp,365 Nm,5,7,SUV,https://www.carwale.com/land-rover-cars/range-rover-evoque/autobiography-petrol/,2026-06-19 10:52:11
Land Rover,Range Rover Evoque,SE R-Dynamic,se-r-dynamic,https://www.carwale.com/land-rover-cars/range-rover-evoque/se-r-dynamic/,Rs. 62.74 Lakh,Diesel,Automatic,1999 cc,13.0 kmpl,177 bhp,430 Nm,5,7,SUV,https://www.carwale.com/land-rover-cars/range-rover-evoque/se-r-dynamic/,2026-06-19 10:52:12
Land Rover,Discovery Sport,SE R-Dynamic Diesel,se-r-dynamic-diesel,https://www.carwale.com/land-rover-cars/discovery-sport/se-r-dynamic-diesel/,Rs. 63.37 Lakh,Diesel,Automatic,1997 cc,,201 bhp,430 Nm,7,7,SUV,https://www.carwale.com/land-rover-cars/discovery-sport/se-r-dynamic-diesel/,2026-06-19 10:52:13
Land Rover,Discovery Sport,SE R-Dynamic Petrol,se-r-dynamic-petrol,https://www.carwale.com/land-rover-cars/discovery-sport/se-r-dynamic-petrol/,Rs. 63.37 Lakh,Petrol,Automatic,1997 cc,,247 bhp,365 Nm,7,7,SUV,https://www.carwale.com/land-rover-cars/discovery-sport/se-r-dynamic-petrol/,2026-06-19 10:52:14
Land Rover,Discovery,Gemini Edition,gemini-edition,https://www.carwale.com/land-rover-cars/discovery/gemini-edition/,Rs. 1.26 Crore,Diesel,Automatic,2997 cc,,345 bhp,700 Nm,7,6,SUV,https://www.carwale.com/land-rover-cars/discovery/gemini-edition/,2026-06-19 10:52:14
Land Rover,Discovery,HSE R-Dynamic 3.0 Diesel,hse-r-dynamic-3-0-diesel,https://www.carwale.com/land-rover-cars/discovery/hse-r-dynamic-30-diesel/,Rs. 1.30 Crore,Diesel,Automatic,2997 cc,,345 bhp,700 Nm,7,8,SUV,https://www.carwale.com/land-rover-cars/discovery/hse-r-dynamic-30-diesel/,2026-06-19 10:52:15
Land Rover,Discovery,Tempest Edition,tempest-edition,https://www.carwale.com/land-rover-cars/discovery/tempest-edition/,Rs. 1.39 Crore,Diesel,Automatic,2997 cc,,345 bhp,700 Nm,7,6,SUV,https://www.carwale.com/land-rover-cars/discovery/tempest-edition/,2026-06-19 10:52:16
Land Rover,Freelander 2,HSE,hse,https://www.carwale.com/land-rover-cars/freelander-2/hse/,Rs. 51.35 Lakh,Diesel,Automatic,2179 cc,,188 bhp,420 Nm,5,,SUV,https://www.carwale.com/land-rover-cars/freelander-2/hse/,2026-06-19 10:52:16
Land Rover,Freelander 2,S,s,https://www.carwale.com/land-rover-cars/freelander-2/s/,Rs. 43.14 Lakh,Diesel,Automatic,2179 cc,,148 bhp,420 Nm,5,,SUV,https://www.carwale.com/land-rover-cars/freelander-2/s/,2026-06-19 10:52:18
Land Rover,Freelander 2,SE,se,https://www.carwale.com/land-rover-cars/freelander-2/se/,Rs. 45.67 Lakh,Diesel,Automatic,2179 cc,,148 bhp,420 Nm,5,,SUV,https://www.carwale.com/land-rover-cars/freelander-2/se/,2026-06-19 10:52:18
Lexus,Es,350h Hybrid (Electric + Petrol) Automatic,350h-hybrid-electric-petrol-automatic,https://www.carwale.com/lexus-cars/es/350h-hybrid-electric-plus-petrol-automatic/,Rs. 89.99 Lakh,Electric,Automatic,74.7 kWh Battery,,338 bhp,438Nm,5,10,Coupe,https://www.carwale.com/lexus-cars/es/350h-hybrid-electric-plus-petrol-automatic/,2026-06-19 10:52:19
Land Rover,Freelander 2,Sterling Edition,sterling-edition,https://www.carwale.com/land-rover-cars/freelander-2/sterling-edition/,Rs. 48.74 Lakh,Diesel,Automatic,2179 cc,,148 bhp,420 Nm,5,,SUV,https://www.carwale.com/land-rover-cars/freelander-2/sterling-edition/,2026-06-19 10:52:20
